fact_id,category,crop,pest_or_disease,district,date_or_period,advisory_text,pesticide_name,active_ingredient,formulation,explicit_dose_text,safety_text,quality_control_status,source_report_title,source_report_year,source_filename,source_page,source_section,source_excerpt,extraction_status,confidence,reviewed
fact_00025,general_agricultural_advisory,cotton,whitefly; jassid; thrips; bollworm; mealybug,,2024-25; 2024-25,"9
ii. Pest Surveillance Report of Cotton
Cotton is a major Kharif crop, cultivated over of 3.221 million acres in Punjab during 2024-25. Pest
surveillance was undertaken to monitor insect pest dynamics, disease prevalence. The
fluctuations in pest pressure, particularly whitefly, jassid, thrips, mealybug and bollworms were
observed during 2024-25.
“Cotton crop in 2024 was mainly affected by Whitefly, Jassid, Thrips, Mealy Bug, and
Pink Bollworm insect pests whereas CLCuV and wilting disease also showed
moderate incidence.”
Survey of cotton fields by pest scouting teams",,,,,,,Pest Warning and Quality Control of Pesticides Annual Report,2024-25,Annual Report 2024-25_copy.pdf,9,1. Pest Surveillance & Forecasting,"9
ii. Pest Surveillance Report of Cotton
Cotton is a major Kharif crop, cultivated over of 3.221 million acres in Punjab during 2024-25. Pest
surveillance was undertaken to monitor insect pest dynamics, disease prevalence. The
fluctuations in pest pressure, particularly whitefly, jassid, thrips, mealybug and bollworms were
observed during 2024-25.
“Cotton crop in 2024 was mainly affected by Whitefly, Jassid, Thrips, Mealy Bug, and
Pink Bollworm insect pests whereas CLCuV and wilting disease also showed
moderate incidence.”
Survey of cotton fields by pest scouting teams",extracted,0.7,false
fact_00026,general_agricultural_advisory,cotton,whitefly,,,"10
M
M
A
M
J
J
A
S
O
D i s
o n t
A R C
P R I L
A Y
U N E
U L Y
U G U
E P T E
C T O
e
h
H
S
M
B
T
E
a
B
R
s
E
e
R
I n c i d e n c e o f C o t t o
C L C
0 . 0
0 . 0
0 . 0
0 . 0
0 . 4
1 . 7
3 . 7
2 . 9
V
n i n P u n j a b d u r
W
i n
ilt
0 .
0 .
0 .
0 .
0 .
0 .
1 .
1 .
g
in
0
0
0
1
2
3
8
7
g
2 0 2 4
Pest alerts of Cotton Whitefly and PBW issued by the Department for timely pest management",,,,,,,Pest Warning and Quality Control of Pesticides Annual Report,2024-25,Annual Report 2024-25_copy.pdf,10,1. Pest Surveillance & Forecasting,"10
M
M
A
M
J
J
A
S
O
D i s
o n t
A R C
P R I L
A Y
U N E
U L Y
U G U
E P T E
C T O
e
h
H
S
M
B
T
E
a
B
R
s
E
e
R
I n c i d e n c e o f C o t t o
C L C
0 . 0
0 . 0
0 . 0
0 . 0
0 . 4
1 . 7
3 . 7
2 . 9
V
n i n P u n j a b d u r
W
i n
ilt
0 .
0 .
0 .
0 .
0 .
0 .
1 .
1 .
g
in
0
0
0
1
2
3
8
7
g
2 0 2 4
Pest alerts of Cotton Whitefly and PBW issued by the Department for timely pest management",extracted,0.7,false
fact_00027,crop_disease_warning,rice,,,2024-25,"12
iii. Pest Surveillance Report of Rice
Rice is a Kharif crop, cultivated over an area of 6.71
million acres in Punjab during 2024-25. The pest and
disease situation of rice in Punjab during the Kharif
season 2024–25 diversified with different insect pests
and diseases.
“Peak season of Rice insect pests and diseases remained in September-October.”
Pest surveillance of rice crop by field teams",,,,,,,Pest Warning and Quality Control of Pesticides Annual Report,2024-25,Annual Report 2024-25_copy.pdf,12,1. Pest Surveillance & Forecasting,"12
iii. Pest Surveillance Report of Rice
Rice is a Kharif crop, cultivated over an area of 6.71
million acres in Punjab during 2024-25. The pest and
disease situation of rice in Punjab during the Kharif
season 2024–25 diversified with different insect pests
and diseases.
“Peak season of Rice insect pests and diseases remained in September-October.”
Pest surveillance of rice crop by field teams",extracted,0.85,false
fact_00028,pesticide_quality_control,rice,,,2024-25,"14
Pesticide Residue Management Plan for Rice Crop 2024-25
Pesticide residues in rice pose a significant threat to exports especially EU. To tackle this,
Directorate General Pest Warning and Quality Control of Pesticides, in collaboration with various
departments and organizations, has executed a robust plan titled ""Rice Residues Management
Action Plan in 2024”. This aims to boost the production of residue-free rice in Punjab. The
collaborating entities include Agriculture Extension, Rice Research Institute Kala Shah Kaku, Rice
Exporter Association of Pakistan (REAP), Progressive rice growers and private pesticide
companies (PCPA, Crop Life).",,,,,,,Pest Warning and Quality Control of Pesticides Annual Report,2024-25,Annual Report 2024-25_copy.pdf,14,1. Pest Surveillance & Forecasting,"14
Pesticide Residue Management Plan for Rice Crop 2024-25
Pesticide residues in rice pose a significant threat to exports especially EU. To tackle this,
Directorate General Pest Warning and Quality Control of Pesticides, in collaboration with various
departments and organizations, has executed a robust plan titled ""Rice Residues Management
Action Plan in 2024”. This aims to boost the production of residue-free rice in Punjab. The
collaborating entities include Agriculture Extension, Rice Research Institute Kala Shah Kaku, Rice
Exporter Association of Pakistan (REAP), Progressive rice growers and private pesticide
companies (PCPA, Crop Life).",extracted,0.85,false
fact_00029,pesticide_quality_control,rice; pulses,,,April 2025,"Salient Activities of this Plan are narrated below:
 Capacity building & trainings of master trainers:
Capacity building & training sessions were arranged for Agriculture extension &
Pest warning master trainers on the mitigation of pesticides residues at Rice Research
Institute, kala shah kaku in the month of March-April 2025 for further training of Rice
growers in farmer training programs.
 Mega Seminars & small farmer gatherings:
11 mega seminars of all the stakeholders, 1210 small gatherings were
organized by PW&QCP for public awareness about prohibited and alternate
recommended pesticides & promotion of IPM especially in Rice districts.
 Capacity building of pesticide dealers:
3600 Pesticide dealers were trained on pesticide residues, MRLS, PHI,
prohibited and alternate recommended",,,,," Capacity building of pesticide dealers:
3600 Pesticide dealers were trained on pesticide residues, MRLS, PHI,
prohibited and alternate recommended pesticides in rice core areas.",restricted/banned,Pest Warning and Quality Control of Pesticides Annual Report,2024-25,Annual Report 2024-25_copy.pdf,14,1. Pest Surveillance & Forecasting,"Salient Activities of this Plan are narrated below:
 Capacity building & trainings of master trainers:
Capacity building & training sessions were arranged for Agriculture extension &
Pest warning master trainers on the mitigation of pesticides residues at Rice Research
Institute, kala shah kaku in the month of March-April 2025 for further training of Rice
growers in farmer training programs.
 Mega Seminars & small farmer gatherings:
11 mega seminars of all the stakeholders, 1210 small gatherings were
organized by PW&QCP for public awareness about prohibited and alternate
recommended pesticides & promotion of IPM especially in Rice districts.
 Capacity building of pesticide dealers:
3600 Pesticide dealers were trained on pesticide residues, MRLS, PHI,
prohibited and alternate recommended pesticides in rice core areas.
 Capacity building of farmers:
During pest surveillance, farmers were trained in field/On spot trainings
regarding production of pesticide free rice.
 Establishment of IPM demo plots:
Establishment of 40 Integrated Pest Management (IPM) demonstration blocks
at tehsil level to motivate rice growers for adoption of IPM.
 Display of prohibited pesticides Pana flexes",extracted,0.85,false
fact_00030,pesticide_safety,,,Faisalabad,,"15
Pesticides keeping in view the Pre-Harvest Interval (PHI). In addition, Aggressive social
media campaign have been initiated through WhatsApp groups at tehsil and district
levels, along with other social media platforms.
 Capacity building of stakeholders:
Capacity building of stakeholders regarding safe storage including REAP,
owner of shellers, farmers and storage personnel was arranged in collaboration with the
“Grain Research, Training and Storage Management Cell”, Entomology Department,
University of Agriculture, Faisalabad.
 Technical sessions with Stakeholders
Conducted technical sessions/meetings with pesticide stakeholders i.e.",,,,,"15
Pesticides keeping in view the Pre-Harvest Interval (PHI).",,Pest Warning and Quality Control of Pesticides Annual Report,2024-25,Annual Report 2024-25_copy.pdf,15,1. Pest Surveillance & Forecasting,"15
Pesticides keeping in view the Pre-Harvest Interval (PHI). In addition, Aggressive social
media campaign have been initiated through WhatsApp groups at tehsil and district
levels, along with other social media platforms.
 Capacity building of stakeholders:
Capacity building of stakeholders regarding safe storage including REAP,
owner of shellers, farmers and storage personnel was arranged in collaboration with the
“Grain Research, Training and Storage Management Cell”, Entomology Department,
University of Agriculture, Faisalabad.
 Technical sessions with Stakeholders
Conducted technical sessions/meetings with pesticide stakeholders i.e.",extracted,0.8,false
fact_00031,pesticide_quality_control,rice,,Gujranwala; Gujrat; Lahore,,"Crop
Life Pakistan & Pakistan Crop Protection Association, resultantly pesticide industry issued
circulars to Pesticide dealers/distributors/member first time ever in the history to stop the
supplies/Sale of 13 prohibited pesticides in rice core areas in Punjab including Lahore,
Gujranwala & Gujrat Divisions.
 Promotion of contract farming through REAP:
Contract farming was also being promoted through REAP.",,,,,,restricted/banned,Pest Warning and Quality Control of Pesticides Annual Report,2024-25,Annual Report 2024-25_copy.pdf,15,1. Pest Surveillance & Forecasting,"Crop
Life Pakistan & Pakistan Crop Protection Association, resultantly pesticide industry issued
circulars to Pesticide dealers/distributors/member first time ever in the history to stop the
supplies/Sale of 13 prohibited pesticides in rice core areas in Punjab including Lahore,
Gujranwala & Gujrat Divisions.
 Promotion of contract farming through REAP:
Contract farming was also being promoted through REAP.",extracted,0.9,false
fact_00032,pesticide_quality_control,rice,,Gujranwala; Gujrat; Lahore,,"Enforcement
 Supply, sale, storage and advertisement have been totally banned in core rice areas
(Lahore, Gujranwala, Gujrat divisions) and are being rigorously monitored by the pesticide
inspectors.
 In non-core rice areas prohibition warning for use of these 13/not recommended pesticides
are also being pasted on product labels.
 Govt. of Punjab played a role in banning of hazardous pesticides and as a result Thirteen
(13) pesticides have been banned for use in rice crop in 63rd APTAC meeting. Thirteen Prohibited Pesticides in rice crop
I. Imidacloprid II. Buprofezin
III. Acetamiprid IV. Thiamethoxam
V. Chlorpyrifos VI. Profenofos
VII. Triazophos VIII. Carbendazim
IX.",Imidacloprid; Thiamethoxam; Acetamiprid; Triazophos; Chlorpyrifos; Carbendazim,,,,"Enforcement
 Supply, sale, storage and advertisement have been totally banned in core rice areas
(Lahore, Gujranwala, Gujrat divisions) and are being rigorously monitored by the pesticide
inspectors.",restricted/banned,Pest Warning and Quality Control of Pesticides Annual Report,2024-25,Annual Report 2024-25_copy.pdf,15,1. Pest Surveillance & Forecasting,"Enforcement
 Supply, sale, storage and advertisement have been totally banned in core rice areas
(Lahore, Gujranwala, Gujrat divisions) and are being rigorously monitored by the pesticide
inspectors.
 In non-core rice areas prohibition warning for use of these 13/not recommended pesticides
are also being pasted on product labels.
 Govt. of Punjab played a role in banning of hazardous pesticides and as a result Thirteen
(13) pesticides have been banned for use in rice crop in 63rd APTAC meeting. Thirteen Prohibited Pesticides in rice crop
I. Imidacloprid II. Buprofezin
III. Acetamiprid IV. Thiamethoxam
V. Chlorpyrifos VI. Profenofos
VII. Triazophos VIII. Carbendazim
IX.",ambiguous_dose,0.75,false
fact_00033,pesticide_quality_control,rice,,,,"19
Stakeholder Session on Enhancing the Production of Exportable
Rice in Punjab
On 3rd June, 2025, Directorate General PWQCP, in collaboration with the Additional
Secretary (TF), organized a stakeholder session aimed at boosting the production of export-
quality rice in Punjab.
 The event was honored by the presence of Secretary Agriculture Punjab, Mr.",,,,,,,Pest Warning and Quality Control of Pesticides Annual Report,2024-25,Annual Report 2024-25_copy.pdf,19,1. Pest Surveillance & Forecasting,"19
Stakeholder Session on Enhancing the Production of Exportable
Rice in Punjab
On 3rd June, 2025, Directorate General PWQCP, in collaboration with the Additional
Secretary (TF), organized a stakeholder session aimed at boosting the production of export-
quality rice in Punjab.
 The event was honored by the presence of Secretary Agriculture Punjab, Mr.",extracted,0.85,false
fact_00034,pesticide_quality_control,rice,,Faisalabad,,"Iftikhar
Ali Sahoo.
 Participants included representatives from the Department of Plant Protection,
TDAP, PARB, Rice Research Institute Kala Shah Kaku, Plant Protection Research
Institute Faisalabad, Entomological Research Institute Faisalabad, Rice Exporter
Association of Pakistan (REAP), progressive rice growers, private pesticide
companies (PCPA, Crop Life), and various wings of the Punjab Agriculture
Department.
 All stakeholders shared valuable recommendations to enhance exportable rice
production by minimizing pesticide residues.
 Secretary Agriculture Punjab highlighted Pakistan’s remarkable achievement in
2024, exporting 6 million tons of rice valued at US$ 4 billion.
 He praised the efforts of Govt. of Punjab, especially Directorate General PWQCP, for
the successful implementa",,,,,"of Punjab, especially Directorate General PWQCP, for
the successful implementation of Pesticide Residues Management Plan for rice crop
and the banning of 13 hazardous pesticides.",,Pest Warning and Quality Control of Pesticides Annual Report,2024-25,Annual Report 2024-25_copy.pdf,19,1. Pest Surveillance & Forecasting,"Iftikhar
Ali Sahoo.
 Participants included representatives from the Department of Plant Protection,
TDAP, PARB, Rice Research Institute Kala Shah Kaku, Plant Protection Research
Institute Faisalabad, Entomological Research Institute Faisalabad, Rice Exporter
Association of Pakistan (REAP), progressive rice growers, private pesticide
companies (PCPA, Crop Life), and various wings of the Punjab Agriculture
Department.
 All stakeholders shared valuable recommendations to enhance exportable rice
production by minimizing pesticide residues.
 Secretary Agriculture Punjab highlighted Pakistan’s remarkable achievement in
2024, exporting 6 million tons of rice valued at US$ 4 billion.
 He praised the efforts of Govt. of Punjab, especially Directorate General PWQCP, for
the successful implementation of Pesticide Residues Management Plan for rice crop
and the banning of 13 hazardous pesticides.
 He acknowledged these efforts as essential milestones toward ensuring safer,
higher-quality rice exports.",extracted,0.9,false
fact_00035,crop_disease_warning,sugarcane,whitefly,,2024-25; 2024-25,"20
iv. Pest Surveillance Report of Sugarcane
Sugarcane is one of the most important cash crops of Pakistan and serving as a major source of
raw material for the sugar industry. It was cultivated over an area of 2.02 million acres in Punjab
during 2024-25. Pest surveillance of Sugarcane during 2024-25 was conducted on fortnightly basis
mainly focusing on borers, pyrilla, whitefly, and diseases affecting the crop. During 2024 main insect pests on Sugarcane were pyrilla, whitefly, black bug and mealy
bug. Among diseases, red rot and whip smut were the most significant.",,,,,,,Pest Warning and Quality Control of Pesticides Annual Report,2024-25,Annual Report 2024-25_copy.pdf,20,"Due To Black Bug Outbreak In Sugarcane, Pest Alert Was","20
iv. Pest Surveillance Report of Sugarcane
Sugarcane is one of the most important cash crops of Pakistan and serving as a major source of
raw material for the sugar industry. It was cultivated over an area of 2.02 million acres in Punjab
during 2024-25. Pest surveillance of Sugarcane during 2024-25 was conducted on fortnightly basis
mainly focusing on borers, pyrilla, whitefly, and diseases affecting the crop. During 2024 main insect pests on Sugarcane were pyrilla, whitefly, black bug and mealy
bug. Among diseases, red rot and whip smut were the most significant.",extracted,0.85,false
fact_00036,general_agricultural_advisory,sugarcane,,,,"Survey of the Sugarcane field by Pest Scouting teams
DUE TO BLACK BUG OUTBREAK IN SUGARCANE, PEST ALERT WAS
ISSUED DURING THE SUGARCANE SEASON TO FACILITATE TIMELY
MONITORING AND EFFECTIVE CONTROL MEASURES.",,,,,,,Pest Warning and Quality Control of Pesticides Annual Report,2024-25,Annual Report 2024-25_copy.pdf,20,"Due To Black Bug Outbreak In Sugarcane, Pest Alert Was","Survey of the Sugarcane field by Pest Scouting teams
DUE TO BLACK BUG OUTBREAK IN SUGARCANE, PEST ALERT WAS
ISSUED DURING THE SUGARCANE SEASON TO FACILITATE TIMELY
MONITORING AND EFFECTIVE CONTROL MEASURES.",extracted,0.7,false
fact_00037,crop_disease_warning,sugarcane,,,2024-25,"21
Disease incidence of Sugarcane in Punjab during 2024-25
Month RED ROT WHIP SMUT
Jul 4.7 1.0
Aug 6.4 1.1
Sep 7.1 1.0
Oct 4.1 0.3
Feb 0.4 0.5
Mar 0.7 0.1
Apr 1.7 0.8
May 2.5 3.7
Jun 3.2 2.0
M o n
Ju l
A u g
S e p
O c t
N o v
M a r
A p r
M a y
Ju n
th
P e s t
0 .4
0 .4
0 .0
0 .0
0 .0
0 .0
0 .8
1 .0
0 .9
S
B O
it u
R E R
a
S
t io n
000000200
o
P
.7.1.6.8.0.0.3.9.2
Y
f
R
S
IL
u
L A
g a r
001000000
c a
W
.8.5.1.6.1.0.1.1.0
n
H
e
IT
in
E F L
P
Y
u
100001510
n
B
.2.0.0.0.0.8.1.4.0
ja
L A
b
C
d
K B
u
U
r in
G
g 2
M
0 .5
0 .0
0 .0
0 .0
0 .0
0 .0
0 .0
0 .4
1 .1
0
IT
2
E
4 - 2
S
5
000000000
(
.5.1.0.0.0.0.0.0.0
A
T
b
O K
o
A
v e E
M
000000000
T
E
.1.3.2.3.0.0.0.0.1
L )
A L Y B U G",,,,,,,Pest Warning and Quality Control of Pesticides Annual Report,2024-25,Annual Report 2024-25_copy.pdf,21,"Due To Black Bug Outbreak In Sugarcane, Pest Alert Was","21
Disease incidence of Sugarcane in Punjab during 2024-25
Month RED ROT WHIP SMUT
Jul 4.7 1.0
Aug 6.4 1.1
Sep 7.1 1.0
Oct 4.1 0.3
Feb 0.4 0.5
Mar 0.7 0.1
Apr 1.7 0.8
May 2.5 3.7
Jun 3.2 2.0
M o n
Ju l
A u g
S e p
O c t
N o v
M a r
A p r
M a y
Ju n
th
P e s t
0 .4
0 .4
0 .0
0 .0
0 .0
0 .0
0 .8
1 .0
0 .9
S
B O
it u
R E R
a
S
t io n
000000200
o
P
.7.1.6.8.0.0.3.9.2
Y
f
R
S
IL
u
L A
g a r
001000000
c a
W
.8.5.1.6.1.0.1.1.0
n
H
e
IT
in
E F L
P
Y
u
100001510
n
B
.2.0.0.0.0.8.1.4.0
ja
L A
b
C
d
K B
u
U
r in
G
g 2
M
0 .5
0 .0
0 .0
0 .0
0 .0
0 .0
0 .0
0 .4
1 .1
0
IT
2
E
4 - 2
S
5
000000000
(
.5.1.0.0.0.0.0.0.0
A
T
b
O K
o
A
v e E
M
000000000
T
E
.1.3.2.3.0.0.0.0.1
L )
A L Y B U G",extracted,0.85,false
fact_00038,inspection,maize,armyworm; borer,,,"22
v. Pest Surveillance Report of Maize
Maize is an important cereal crop in Punjab, cultivated over 1153 thousand acres (Autumn) & 1563
thousand acres (Spring) during 2024–25 in both Kharif and Rabi seasons for food, feed, and
industrial use. To assess pest dynamics during the 2024–25 season, pest scouting surveys were
conducted. These surveys provided valuable insights into the prevalence and distribution of insect
pests affecting maize during the season.
“Maize crop in Punjab was mainly threatened by Fall Armyworm, Stem Borer, and
Helicoverpa.”
Pest scouting of Maize field by field teams",,,,,,,Pest Warning and Quality Control of Pesticides Annual Report,2024-25,Annual Report 2024-25_copy.pdf,22,"Due To Black Bug Outbreak In Sugarcane, Pest Alert Was","22
v. Pest Surveillance Report of Maize
Maize is an important cereal crop in Punjab, cultivated over 1153 thousand acres (Autumn) & 1563
thousand acres (Spring) during 2024–25 in both Kharif and Rabi seasons for food, feed, and
industrial use. To assess pest dynamics during the 2024–25 season, pest scouting surveys were
conducted. These surveys provided valuable insights into the prevalence and distribution of insect
pests affecting maize during the season.
“Maize crop in Punjab was mainly threatened by Fall Armyworm, Stem Borer, and
Helicoverpa.”
Pest scouting of Maize field by field teams",extracted,0.85,false
fact_00039,pesticide_safety,maize,armyworm; borer,Attock; Bahawalnagar; Bahawalpur; Chiniot; Faisalabad; Jhang; Kasur; Khanewal; Lodhran; Multan; Nankana; Okara; Pakpattan; Sahiwal; Sargodha; Vehari,2024-25,"23
DISTRICTWISE PEST SCOUTING REPORT OF MAIZE 2024-25 (Above ETL)
Sr. # District Army Worm Fall Army worm Hopper Toka Shoot Fly Maize Stem Borer Helicoverpa
1 Multan 37 189 0 0 0 0 3
2 Khanewal 3 209 0 0 6 0 3
3 Vehari 22 111 0 0 0 0 0
4 Lodhran 0 216 0 0 0 0 0
5 Sahiwal 15 120 0 0 11 1 5
6 Pakpattan 12 87 0 0 1 0 3
7 Okara 5 194 0 0 0 0 3
8 Bahawalpur 78 98 0 0 0 0 0
9 Bahawalnagar 58 13 0 0 0 0 0
10 R.Y.Khan 15 98 0 0 1 1 0
11 D.G.Khan 75 107 0 1 0 2 0
12 M.Garh 83 165 0 0 7 0 0
13 Nankana Sahib 1 107 0 4 0 0 1
14 Kasur 118 130 0 0 1 0 45
15 Faisalabad 7 456 0 0 1 6 3
16 Chiniot 22 153 0 0 0 3 1
17 TTSingh 0 83 0 0 0 0 0
18 Jhang 2 108 0 5 0 0 0
19 Sargodha 16 213 0 0 0 0 0
20 Jehlum 14 54 0 7 0 6 0
21 Attock 0 14 0 0 0 0 0",,,,,"# District Army Worm Fall Army worm Hopper Toka Shoot Fly Maize Stem Borer Helicoverpa
1 Multan 37 189 0 0 0 0 3
2 Khanewal 3 209 0 0 6 0 3
3 Vehari 22 111 0 0 0 0 0
4 Lodhran 0 216 0 0 0 0 0
5 Sahiwal 15 120 0 0 11 1 5
6 Pakpattan 12 87 0 0 1 0 3
7 Okara 5 194 0 0 0 0 3
8 Bahawalpur 78 98 0 0 0 0 0",,Pest Warning and Quality Control of Pesticides Annual Report,2024-25,Annual Report 2024-25_copy.pdf,23,"Due To Black Bug Outbreak In Sugarcane, Pest Alert Was","23
DISTRICTWISE PEST SCOUTING REPORT OF MAIZE 2024-25 (Above ETL)
Sr. # District Army Worm Fall Army worm Hopper Toka Shoot Fly Maize Stem Borer Helicoverpa
1 Multan 37 189 0 0 0 0 3
2 Khanewal 3 209 0 0 6 0 3
3 Vehari 22 111 0 0 0 0 0
4 Lodhran 0 216 0 0 0 0 0
5 Sahiwal 15 120 0 0 11 1 5
6 Pakpattan 12 87 0 0 1 0 3
7 Okara 5 194 0 0 0 0 3
8 Bahawalpur 78 98 0 0 0 0 0
9 Bahawalnagar 58 13 0 0 0 0 0
10 R.Y.Khan 15 98 0 0 1 1 0
11 D.G.Khan 75 107 0 1 0 2 0
12 M.Garh 83 165 0 0 7 0 0
13 Nankana Sahib 1 107 0 4 0 0 1
14 Kasur 118 130 0 0 1 0 45
15 Faisalabad 7 456 0 0 1 6 3
16 Chiniot 22 153 0 0 0 3 1
17 TTSingh 0 83 0 0 0 0 0
18 Jhang 2 108 0 5 0 0 0
19 Sargodha 16 213 0 0 0 0 0
20 Jehlum 14 54 0 7 0 6 0
21 Attock 0 14 0 0 0 0 0",extracted,0.9,false
fact_00040,pest_warning,pulses,,,,"24
vi. Pest Surveillance Report of Gram
Gram (Cicer arietinum L.), commonly known as chickpea, is one of the most important pulse crops
grown in Pakistan. During the 2024–25 season, gram covered an area of 1.505 million acres in
Punjab. No significant incidence of insect pests was recorded, indicating a healthy crop condition
with minimal pest pressure throughout the season.",,,,,,,Pest Warning and Quality Control of Pesticides Annual Report,2024-25,Annual Report 2024-25_copy.pdf,24,"Due To Black Bug Outbreak In Sugarcane, Pest Alert Was","24
vi. Pest Surveillance Report of Gram
Gram (Cicer arietinum L.), commonly known as chickpea, is one of the most important pulse crops
grown in Pakistan. During the 2024–25 season, gram covered an area of 1.505 million acres in
Punjab. No significant incidence of insect pests was recorded, indicating a healthy crop condition
with minimal pest pressure throughout the season.",extracted,0.85,false
fact_00041,crop_disease_warning,pulses,,,,"Gram crop was mainly affected by wilt disease.”
“
D
J
F
M
A
D
e c e m
a n u a r
e b r u a
a r c h
p r il
i
b
y
r y
s
e
e
M
r
a s
o
e
n
I
t h
n c i d e n c e o f G r a m
B
C
l
2
2
0
0
0
r
i g
. 5
. 1
. 4
. 8
. 0
o
h
3
8
8
0
0
p
t
i n P u n j a b D u r i n g 2
W
6 .
1 3
2 0
2 1
1 1
0 2
i l t
5 8
. 8 3
. 9 1
. 4 7
. 7 6
4 - 2 5",,,,,,,Pest Warning and Quality Control of Pesticides Annual Report,2024-25,Annual Report 2024-25_copy.pdf,24,"Due To Black Bug Outbreak In Sugarcane, Pest Alert Was","Gram crop was mainly affected by wilt disease.”
“
D
J
F
M
A
D
e c e m
a n u a r
e b r u a
a r c h
p r il
i
b
y
r y
s
e
e
M
r
a s
o
e
n
I
t h
n c i d e n c e o f G r a m
B
C
l
2
2
0
0
0
r
i g
. 5
. 1
. 4
. 8
. 0
o
h
3
8
8
0
0
p
t
i n P u n j a b D u r i n g 2
W
6 .
1 3
2 0
2 1
1 1
0 2
i l t
5 8
. 8 3
. 9 1
. 4 7
. 7 6
4 - 2 5",extracted,0.85,false
fact_00042,crop_disease_warning,citrus,,,,"25
vii. Pest Surveillance Report of Citrus
Citrus is one of the most important fruit crops of Punjab, covering an area of 0.61 million acres as
per the Crop Reporting Department survey 2024–25. The crop is highly valued for its nutritional
benefits and enjoys strong demand in both domestic and export markets. However, it remains
susceptible to various insect pests and diseases, which can significantly impact yield and fruit
quality.",,,,,,,Pest Warning and Quality Control of Pesticides Annual Report,2024-25,Annual Report 2024-25_copy.pdf,25,"Due To Black Bug Outbreak In Sugarcane, Pest Alert Was","25
vii. Pest Surveillance Report of Citrus
Citrus is one of the most important fruit crops of Punjab, covering an area of 0.61 million acres as
per the Crop Reporting Department survey 2024–25. The crop is highly valued for its nutritional
benefits and enjoys strong demand in both domestic and export markets. However, it remains
susceptible to various insect pests and diseases, which can significantly impact yield and fruit
quality.",extracted,0.85,false
fact_00043,pest_warning,citrus,,,,"During 2024–25, comprehensive pest and disease surveillance was conducted by the field
formations of the Directorate General of Pest Warning & Quality Control of Pesticides to monitor
infestations and assess disease incidence across major citrus-growing regions of Punjab. During 2024–25 Citrus psylla, wither tip, canker and gummosis remained as key threats. Pest surveillance of Citrus Orchard by field teams",,,,,,,Pest Warning and Quality Control of Pesticides Annual Report,2024-25,Annual Report 2024-25_copy.pdf,25,"Due To Black Bug Outbreak In Sugarcane, Pest Alert Was","During 2024–25, comprehensive pest and disease surveillance was conducted by the field
formations of the Directorate General of Pest Warning & Quality Control of Pesticides to monitor
infestations and assess disease incidence across major citrus-growing regions of Punjab. During 2024–25 Citrus psylla, wither tip, canker and gummosis remained as key threats. Pest surveillance of Citrus Orchard by field teams",extracted,0.85,false
fact_00044,crop_disease_warning,citrus,,,2024-25,"27
DISEASE INCIDENCE OF CITRUS IN PUNJAB IN 2024-25 (Above ETL)
e
Month Wi t h e r Ti p C a n k a r M al a n o s e F r ui t R o t S c a b G u m m o si s o w D e cli n
Sl
57.2 25.5 1.0 0.0 10.6 13.6 10.0
Jul
Aug 57.1 28.7 4.1 0.0 9.0 9.6 9.8
Sep 58.4 30.5 1.2 0.0 7.6 9.6 10.4
Oct 50.3 30.9 2.8 0.0 11.0 7.8 8.1
Nov 53.3 29.2 3.3 0.0 11.2 5.4 9.9
Dec 47.6 26.7 2.0 0.0 6.5 6.0 8.1
Jan 53.0 24.6 2.1 0.0 10.3 10.1 11.6
47.5 32.1 1.8 0.0 0.2 12.2 12.1
Feb
60.1 31.3 0.0 0.0 0.0 16.1 12.4
Mar
Apr 45.7 23.4 1.1 1.3 3.0 12.4 7.9
May 55.8 25.7 3.9 1.1 5.9 14.1 8.9
Jun 50.2 24.6 2.8 0.0 9.0 12.0 9.8",,,,,,,Pest Warning and Quality Control of Pesticides Annual Report,2024-25,Annual Report 2024-25_copy.pdf,27,Citrus Psylla Pest Alert,"27
DISEASE INCIDENCE OF CITRUS IN PUNJAB IN 2024-25 (Above ETL)
e
Month Wi t h e r Ti p C a n k a r M al a n o s e F r ui t R o t S c a b G u m m o si s o w D e cli n
Sl
57.2 25.5 1.0 0.0 10.6 13.6 10.0
Jul
Aug 57.1 28.7 4.1 0.0 9.0 9.6 9.8
Sep 58.4 30.5 1.2 0.0 7.6 9.6 10.4
Oct 50.3 30.9 2.8 0.0 11.0 7.8 8.1
Nov 53.3 29.2 3.3 0.0 11.2 5.4 9.9
Dec 47.6 26.7 2.0 0.0 6.5 6.0 8.1
Jan 53.0 24.6 2.1 0.0 10.3 10.1 11.6
47.5 32.1 1.8 0.0 0.2 12.2 12.1
Feb
60.1 31.3 0.0 0.0 0.0 16.1 12.4
Mar
Apr 45.7 23.4 1.1 1.3 3.0 12.4 7.9
May 55.8 25.7 3.9 1.1 5.9 14.1 8.9
Jun 50.2 24.6 2.8 0.0 9.0 12.0 9.8",extracted,0.85,false
