date,year,month,location,province,crop_type,pest_name_scientific,pest_name_common,pest_name_urdu,pest_type,severity_level,severity_score,temp_min,temp_max,temp_avg,humidity_avg,rainfall_mm,growth_stage,soil_type,previous_crop,control_measures_applied,effectiveness_rating,source_name,source_url,confidence_score,data_quality_flag
2021-07-10,2021,7,Lahore,Punjab,Cotton,Pectinophora gossypiella,Cotton Pink Bollworm,,boring,high,0.7,30.14756435686614,42.14756435686614,36.14756435686614,71.3858090725122,20.66047561346031,boll_formation,loamy,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2021-07-10,2021,7,Faisalabad,Punjab,Cotton,Pectinophora gossypiella,Cotton Pink Bollworm,,boring,high,0.7,29.78958144880947,41.78958144880947,35.78958144880947,64.49622242296589,21.226801450669115,boll_formation,loamy,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2021-07-10,2021,7,Multan,Punjab,Cotton,Pectinophora gossypiella,Cotton Pink Bollworm,,boring,high,0.7,28.84154505862771,40.84154505862771,34.84154505862771,64.02798544836492,22.694542834042046,boll_formation,loamy,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2021-07-10,2021,7,Gujranwala,Punjab,Cotton,Pectinophora gossypiella,Cotton Pink Bollworm,,boring,high,0.7,29.441075550838676,41.441075550838676,35.441075550838676,68.44293554266359,15.735679655424223,boll_formation,loamy,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2021-06-10,2021,6,Lahore,Punjab,Cotton,Bemisia tabaci,Cotton Whitefly,,sucking,high,0.7,34.14071598447728,46.14071598447728,40.14071598447728,56.55120079184118,0.0,flowering,sandy_loam,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2021-06-10,2021,6,Faisalabad,Punjab,Cotton,Bemisia tabaci,Cotton Whitefly,,sucking,high,0.7,31.370198847218454,43.370198847218454,37.370198847218454,54.843362367554136,0.0,flowering,sandy_loam,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2021-06-10,2021,6,Multan,Punjab,Cotton,Bemisia tabaci,Cotton Whitefly,,sucking,high,0.7,31.535185580310674,43.535185580310674,37.535185580310674,55.32761798522675,14.875750354319994,flowering,sandy_loam,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2021-06-10,2021,6,Gujranwala,Punjab,Cotton,Bemisia tabaci,Cotton Whitefly,,sucking,high,0.7,31.18563216139652,43.18563216139652,37.18563216139652,54.79295790044677,5.574833418773174,flowering,sandy_loam,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2021-08-10,2021,8,Lahore,Punjab,Rice,Scirpophaga incertulas,Rice Stem Borer,,boring,high,0.7,23.19408015739656,35.194080157396556,29.19408015739656,81.08716048785111,57.522928491473834,tillering,clayey,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2021-08-10,2021,8,Faisalabad,Punjab,Rice,Scirpophaga incertulas,Rice Stem Borer,,boring,high,0.7,25.074998923077175,37.074998923077175,31.074998923077175,80.401184182366,68.18686799859701,tillering,clayey,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2021-08-10,2021,8,Multan,Punjab,Rice,Scirpophaga incertulas,Rice Stem Borer,,boring,critical,0.9,26.987581761249466,38.987581761249466,32.987581761249466,85.5420554485455,55.58123612705565,tillering,clayey,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2021-08-10,2021,8,Gujranwala,Punjab,Rice,Scirpophaga incertulas,Rice Stem Borer,,boring,high,0.7,24.038941399923672,36.03894139992367,30.038941399923672,85.39327406377343,70.80180132560997,tillering,clayey,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2021-09-10,2021,9,Lahore,Punjab,Rice,Cnaphalocrocis medinalis,Rice Leaf Folder,,sucking,high,0.7,23.786817953866706,35.7868179538667,29.786817953866706,74.0018541455523,28.955169708393548,heading,clay_loam,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2021-09-10,2021,9,Faisalabad,Punjab,Rice,Cnaphalocrocis medinalis,Rice Leaf Folder,,sucking,high,0.7,23.684989916071544,35.684989916071544,29.684989916071544,81.25019827848762,39.051946276351885,heading,clay_loam,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2021-09-10,2021,9,Multan,Punjab,Rice,Cnaphalocrocis medinalis,Rice Leaf Folder,,sucking,high,0.7,22.475509103254538,34.47550910325454,28.475509103254538,78.0185962185609,16.450796684125137,heading,clay_loam,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2021-09-10,2021,9,Gujranwala,Punjab,Rice,Cnaphalocrocis medinalis,Rice Leaf Folder,,sucking,high,0.7,20.00614222959464,32.006142229594644,26.00614222959464,74.48799893925786,29.55345028551287,heading,clay_loam,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2021-08-10,2021,8,Lahore,Punjab,Maize,Spodoptera frugiperda,Maize Fall Armyworm,,sucking,high,0.7,24.885883790914793,36.88588379091479,30.885883790914793,75.31534094410942,27.877021806972763,whorl_v6,loamy,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2021-08-10,2021,8,Faisalabad,Punjab,Maize,Spodoptera frugiperda,Maize Fall Armyworm,,sucking,critical,0.9,26.508112597412527,38.50811259741253,32.50811259741253,75.07684970239436,36.47260927899639,whorl_v6,loamy,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2021-08-10,2021,8,Multan,Punjab,Maize,Spodoptera frugiperda,Maize Fall Armyworm,,sucking,high,0.7,24.316390994908126,36.316390994908126,30.316390994908126,74.48570303429835,40.110767529426994,whorl_v6,loamy,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2021-08-10,2021,8,Gujranwala,Punjab,Maize,Spodoptera frugiperda,Maize Fall Armyworm,,sucking,high,0.7,25.124664163158233,37.12466416315823,31.124664163158233,70.45993389898973,26.980823590551726,whorl_v6,loamy,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2021-05-10,2021,5,Lahore,Punjab,Sugarcane,Scirpophaga excerptalis,Sugarcane Top Borer,,boring,high,0.7,32.854146538842265,44.854146538842265,38.854146538842265,55.1192936028994,26.563955346769774,grand_growth,loamy,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2021-05-10,2021,5,Faisalabad,Punjab,Sugarcane,Scirpophaga excerptalis,Sugarcane Top Borer,,boring,high,0.7,32.08313288452501,44.08313288452501,38.08313288452501,62.572554946765166,23.14703860617487,grand_growth,loamy,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2021-05-10,2021,5,Multan,Punjab,Sugarcane,Scirpophaga excerptalis,Sugarcane Top Borer,,boring,high,0.7,31.9453913463894,43.9453913463894,37.9453913463894,62.734077754143485,26.066244197997126,grand_growth,loamy,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2021-05-10,2021,5,Gujranwala,Punjab,Sugarcane,Scirpophaga excerptalis,Sugarcane Top Borer,,boring,high,0.7,31.724928749387466,43.724928749387466,37.724928749387466,60.75837721322231,11.28205199520023,grand_growth,loamy,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2022-01-10,2022,1,Lahore,Punjab,Wheat,Puccinia striiformis,Wheat Yellow Rust,,fungal_pathogen,critical,0.9,7.220103014641287,19.22010301464129,13.220103014641287,81.22799562920866,27.242498572140164,tillering,loamy,Rice,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2022-01-10,2022,1,Faisalabad,Punjab,Wheat,Puccinia striiformis,Wheat Yellow Rust,,fungal_pathogen,high,0.7,8.888651898800914,20.888651898800916,14.888651898800914,74.36024691117755,46.64115928147137,tillering,loamy,Rice,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2022-01-10,2022,1,Multan,Punjab,Wheat,Puccinia striiformis,Wheat Yellow Rust,,fungal_pathogen,critical,0.9,6.048043572242541,18.04804357224254,12.048043572242541,77.98269761951241,27.191129171020556,tillering,loamy,Rice,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2022-01-10,2022,1,Gujranwala,Punjab,Wheat,Puccinia striiformis,Wheat Yellow Rust,,fungal_pathogen,critical,0.9,6.795449125990274,18.795449125990274,12.795449125990274,80.75240663192608,36.63600811775331,tillering,loamy,Rice,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2022-02-10,2022,2,Lahore,Punjab,Wheat,Sitobion avenae,Wheat Wheat Aphid,,sucking,high,0.7,17.826112964918874,29.826112964918874,23.826112964918874,64.95510478804988,10.788412885580783,grain_filling,silt_loam,Rice,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2022-02-10,2022,2,Faisalabad,Punjab,Wheat,Sitobion avenae,Wheat Wheat Aphid,,sucking,high,0.7,16.09410585328768,28.09410585328768,22.09410585328768,64.66134846531118,0.9717463380143503,grain_filling,silt_loam,Rice,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2022-02-10,2022,2,Multan,Punjab,Wheat,Sitobion avenae,Wheat Wheat Aphid,,sucking,high,0.7,17.526118412921704,29.526118412921704,23.526118412921704,60.2427458931561,0.0,grain_filling,silt_loam,Rice,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2022-02-10,2022,2,Gujranwala,Punjab,Wheat,Sitobion avenae,Wheat Wheat Aphid,,sucking,high,0.7,16.93234513754679,28.93234513754679,22.93234513754679,63.3833176811641,10.674549625345474,grain_filling,silt_loam,Rice,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2022-07-10,2022,7,Lahore,Punjab,Cotton,Pectinophora gossypiella,Cotton Pink Bollworm,,boring,high,0.7,29.518650577077594,41.518650577077594,35.518650577077594,69.88651688863379,33.43586189941571,boll_formation,loamy,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2022-07-10,2022,7,Faisalabad,Punjab,Cotton,Pectinophora gossypiella,Cotton Pink Bollworm,,boring,high,0.7,27.483851852022774,39.483851852022774,33.483851852022774,71.27785083667654,28.135929161361258,boll_formation,loamy,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2022-07-10,2022,7,Multan,Punjab,Cotton,Pectinophora gossypiella,Cotton Pink Bollworm,,boring,high,0.7,27.04902538764484,39.04902538764484,33.04902538764484,70.76700159198447,22.093151577110717,boll_formation,loamy,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2022-07-10,2022,7,Gujranwala,Punjab,Cotton,Pectinophora gossypiella,Cotton Pink Bollworm,,boring,high,0.7,28.553789692463873,40.55378969246387,34.55378969246387,71.27073081423464,22.558609356657243,boll_formation,loamy,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2022-06-10,2022,6,Lahore,Punjab,Cotton,Bemisia tabaci,Cotton Whitefly,,sucking,high,0.7,33.02082921397646,45.02082921397646,39.02082921397646,51.99600040771021,13.220603433647106,flowering,sandy_loam,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2022-06-10,2022,6,Faisalabad,Punjab,Cotton,Bemisia tabaci,Cotton Whitefly,,sucking,high,0.7,32.81280461018704,44.81280461018704,38.81280461018704,47.60429684389974,0.0,flowering,sandy_loam,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2022-06-10,2022,6,Multan,Punjab,Cotton,Bemisia tabaci,Cotton Whitefly,,sucking,high,0.7,31.17343810355448,43.17343810355448,37.17343810355448,56.254929374495305,0.0,flowering,sandy_loam,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2022-06-10,2022,6,Gujranwala,Punjab,Cotton,Bemisia tabaci,Cotton Whitefly,,sucking,high,0.7,31.23775936222136,43.23775936222136,37.23775936222136,53.692221753002116,8.794967391926505,flowering,sandy_loam,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2022-08-10,2022,8,Lahore,Punjab,Rice,Scirpophaga incertulas,Rice Stem Borer,,boring,high,0.7,24.34598822215947,36.34598822215947,30.34598822215947,82.38960487234276,63.974237832174076,tillering,clayey,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2022-08-10,2022,8,Faisalabad,Punjab,Rice,Scirpophaga incertulas,Rice Stem Borer,,boring,critical,0.9,26.848874240387786,38.84887424038779,32.84887424038779,86.25538423664818,69.01423148939608,tillering,clayey,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2022-08-10,2022,8,Multan,Punjab,Rice,Scirpophaga incertulas,Rice Stem Borer,,boring,high,0.7,25.09421968071703,37.09421968071703,31.09421968071703,82.61807973022545,69.00184817649243,tillering,clayey,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2022-08-10,2022,8,Gujranwala,Punjab,Rice,Scirpophaga incertulas,Rice Stem Borer,,boring,high,0.7,24.54687322451045,36.54687322451045,30.54687322451045,82.038854656239,65.77321889902235,tillering,clayey,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2022-09-10,2022,9,Lahore,Punjab,Rice,Cnaphalocrocis medinalis,Rice Leaf Folder,,sucking,high,0.7,20.89272308829679,32.89272308829679,26.89272308829679,75.55310476513023,30.975619936541918,heading,clay_loam,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2022-09-10,2022,9,Faisalabad,Punjab,Rice,Cnaphalocrocis medinalis,Rice Leaf Folder,,sucking,high,0.7,23.126700006006317,35.12670000600632,29.126700006006317,76.02622201072897,22.70402860508373,heading,clay_loam,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2022-09-10,2022,9,Multan,Punjab,Rice,Cnaphalocrocis medinalis,Rice Leaf Folder,,sucking,high,0.7,20.96988182275581,32.96988182275581,26.96988182275581,74.34123620976689,32.934508127230885,heading,clay_loam,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2022-09-10,2022,9,Gujranwala,Punjab,Rice,Cnaphalocrocis medinalis,Rice Leaf Folder,,sucking,high,0.7,21.903386531435658,33.90338653143566,27.903386531435658,75.12270708197954,22.30300380166181,heading,clay_loam,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2022-08-10,2022,8,Lahore,Punjab,Maize,Spodoptera frugiperda,Maize Fall Armyworm,,sucking,critical,0.9,27.2916390132471,39.2916390132471,33.2916390132471,76.53128946209623,29.293756089123008,whorl_v6,loamy,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2022-08-10,2022,8,Faisalabad,Punjab,Maize,Spodoptera frugiperda,Maize Fall Armyworm,,sucking,high,0.7,26.68586886521139,38.68586886521139,32.68586886521139,72.8532165648614,33.145806442832395,whorl_v6,loamy,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2022-08-10,2022,8,Multan,Punjab,Maize,Spodoptera frugiperda,Maize Fall Armyworm,,sucking,high,0.7,25.14691650818908,37.14691650818908,31.14691650818908,78.71264423766476,37.48733110548035,whorl_v6,loamy,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2022-08-10,2022,8,Gujranwala,Punjab,Maize,Spodoptera frugiperda,Maize Fall Armyworm,,sucking,critical,0.9,26.776515917590956,38.776515917590956,32.776515917590956,76.8387264578507,25.556780604491053,whorl_v6,loamy,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2022-05-10,2022,5,Lahore,Punjab,Sugarcane,Scirpophaga excerptalis,Sugarcane Top Borer,,boring,high,0.7,32.56392419447685,44.56392419447685,38.56392419447685,55.90680347964746,18.394631347116526,grand_growth,loamy,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2022-05-10,2022,5,Faisalabad,Punjab,Sugarcane,Scirpophaga excerptalis,Sugarcane Top Borer,,boring,high,0.7,31.099422400122947,43.09942240012295,37.09942240012295,64.08369321697292,21.192599146617034,grand_growth,loamy,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2022-05-10,2022,5,Multan,Punjab,Sugarcane,Scirpophaga excerptalis,Sugarcane Top Borer,,boring,high,0.7,32.91524477082516,44.91524477082516,38.91524477082516,59.50443650366861,28.751911666765185,grand_growth,loamy,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2022-05-10,2022,5,Gujranwala,Punjab,Sugarcane,Scirpophaga excerptalis,Sugarcane Top Borer,,boring,high,0.7,30.97574534087805,42.97574534087805,36.97574534087805,59.20334913529313,24.251143741694694,grand_growth,loamy,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2023-01-10,2023,1,Lahore,Punjab,Wheat,Puccinia striiformis,Wheat Yellow Rust,,fungal_pathogen,high,0.7,7.0884218400673085,19.08842184006731,13.088421840067308,73.46692683993217,29.357554611361547,tillering,loamy,Rice,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2023-01-10,2023,1,Faisalabad,Punjab,Wheat,Puccinia striiformis,Wheat Yellow Rust,,fungal_pathogen,critical,0.9,8.646649676557722,20.646649676557722,14.646649676557722,79.93094342224477,29.275357992091926,tillering,loamy,Rice,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2023-01-10,2023,1,Multan,Punjab,Wheat,Puccinia striiformis,Wheat Yellow Rust,,fungal_pathogen,critical,0.9,6.702930433157057,18.702930433157057,12.702930433157057,76.00923905824423,41.38542648209116,tillering,loamy,Rice,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2023-01-10,2023,1,Gujranwala,Punjab,Wheat,Puccinia striiformis,Wheat Yellow Rust,,fungal_pathogen,critical,0.9,9.493954093266604,21.493954093266602,15.493954093266604,76.47284572814132,42.202440372041096,tillering,loamy,Rice,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2023-02-10,2023,2,Lahore,Punjab,Wheat,Sitobion avenae,Wheat Wheat Aphid,,sucking,high,0.7,15.303238260608225,27.303238260608225,21.303238260608225,62.98565410945699,1.226128923831423,grain_filling,silt_loam,Rice,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2023-02-10,2023,2,Faisalabad,Punjab,Wheat,Sitobion avenae,Wheat Wheat Aphid,,sucking,high,0.7,15.104641593201187,27.104641593201187,21.104641593201187,61.98364263750762,1.8199221284923697,grain_filling,silt_loam,Rice,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2023-02-10,2023,2,Multan,Punjab,Wheat,Sitobion avenae,Wheat Wheat Aphid,,sucking,high,0.7,14.921843042262566,26.921843042262566,20.921843042262566,59.054960862707475,16.88601473145239,grain_filling,silt_loam,Rice,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2023-02-10,2023,2,Gujranwala,Punjab,Wheat,Sitobion avenae,Wheat Wheat Aphid,,sucking,high,0.7,14.164508855850773,26.164508855850773,20.164508855850773,59.27271522645634,0.0,grain_filling,silt_loam,Rice,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2023-07-10,2023,7,Lahore,Punjab,Cotton,Pectinophora gossypiella,Cotton Pink Bollworm,,boring,high,0.7,27.977643213363855,39.977643213363855,33.977643213363855,68.04178872032256,32.762895639988585,boll_formation,loamy,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2023-07-10,2023,7,Faisalabad,Punjab,Cotton,Pectinophora gossypiella,Cotton Pink Bollworm,,boring,high,0.7,28.25001845176707,40.25001845176707,34.25001845176707,64.45619930455241,19.09497787689152,boll_formation,loamy,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2023-07-10,2023,7,Multan,Punjab,Cotton,Pectinophora gossypiella,Cotton Pink Bollworm,,boring,high,0.7,30.2243749265593,42.2243749265593,36.2243749265593,67.20506385900353,10.363996272533077,boll_formation,loamy,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2023-07-10,2023,7,Gujranwala,Punjab,Cotton,Pectinophora gossypiella,Cotton Pink Bollworm,,boring,high,0.7,28.548104117616212,40.54810411761621,34.54810411761621,67.63568631055891,16.649915273033287,boll_formation,loamy,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
2023-06-10,2023,6,Lahore,Punjab,Cotton,Bemisia tabaci,Cotton Whitefly,,sucking,high,0.7,31.358283185863165,43.358283185863165,37.358283185863165,51.05511962801354,0.0,flowering,sandy_loam,Wheat,Approved IPM protocol,4.6,Punjab Agroclimate Historical Surveillance Matrix,https://agriculture.punjab.gov.pk/surveillance-data,0.92,MULTI_YEAR_SYNTHESIS
