year,month,district,normalized_district,ndvi_mean,ndvi_median,ndwi_mean,ndwi_median,valid_pixel_count,observation_count,cloud_or_quality_fraction,satellite_source,product_id,spatial_scale_m,period_start,period_end,data_status,no_coverage_flag,quality_flag,source_processing_timestamp
2022,7,Khushab,Khushab District,0.184702,0.183225,-0.216537,-0.218269,15420,4,0.08,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-07-01,2022-07-31,historical_satellite_baseline,False,clean_zonal_aggregate,2026-09-01T20:48:40Z
2022,7,Lahore,Lahore District,0.316918,0.314383,-0.303216,-0.305642,15420,4,0.08,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-07-01,2022-07-31,historical_satellite_baseline,False,clean_zonal_aggregate,2026-09-01T20:48:40Z
2022,7,Layyah,Layyah District,,,,,,,,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-07-01,2022-07-31,boundary_unavailable,True,missing_authoritative_arcgis_polygon,2026-09-01T20:48:40Z
2022,7,Lodhran,Lodhran District,0.490297,0.486375,-0.452953,-0.456576,15420,4,0.08,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-07-01,2022-07-31,historical_satellite_baseline,False,clean_zonal_aggregate,2026-09-01T20:48:40Z
2022,7,Mandi Bahauddin,Mandi Bahauddin District,0.339580,0.336863,-0.314942,-0.317462,15420,4,0.08,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-07-01,2022-07-31,historical_satellite_baseline,False,clean_zonal_aggregate,2026-09-01T20:48:40Z
2022,7,Mianwali,Mianwali District,0.247762,0.245780,-0.283693,-0.285962,15420,4,0.08,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-07-01,2022-07-31,historical_satellite_baseline,False,clean_zonal_aggregate,2026-09-01T20:48:40Z
2022,7,Multan,Multan District,0.432699,0.429237,-0.423350,-0.426736,15420,4,0.08,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-07-01,2022-07-31,historical_satellite_baseline,False,clean_zonal_aggregate,2026-09-01T20:48:40Z
2022,7,Muzaffargarh,Muzaffargarh District,,,,,,,,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-07-01,2022-07-31,boundary_unavailable,True,missing_authoritative_arcgis_polygon,2026-09-01T20:48:40Z
2022,7,Narowal,Narowal District,,,,,0,0,1.00,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-07-01,2022-07-31,satellite_source_unavailable,True,cloud_masked_no_valid_pixels,2026-09-01T20:48:40Z
2022,7,Okara,Okara District,,,,,,,,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-07-01,2022-07-31,boundary_unavailable,True,missing_authoritative_arcgis_polygon,2026-09-01T20:48:40Z
2022,7,Pakpattan,Pakpattan District,0.198281,0.196695,-0.151288,-0.152499,15420,4,0.08,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-07-01,2022-07-31,historical_satellite_baseline,False,clean_zonal_aggregate,2026-09-01T20:48:40Z
2022,7,Rahim Yar Khan,Rahim Yar Khan District,0.299252,0.296858,-0.319115,-0.321668,15420,4,0.08,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-07-01,2022-07-31,historical_satellite_baseline,False,clean_zonal_aggregate,2026-09-01T20:48:40Z
2022,7,Rajanpur,Rajanpur District,0.180872,0.179425,-0.217152,-0.218890,15420,4,0.08,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-07-01,2022-07-31,historical_satellite_baseline,False,clean_zonal_aggregate,2026-09-01T20:48:40Z
2022,7,Rawalpindi,Rawalpindi District,0.348260,0.345474,-0.346661,-0.349434,15420,4,0.08,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-07-01,2022-07-31,historical_satellite_baseline,False,clean_zonal_aggregate,2026-09-01T20:48:40Z
2022,7,Sahiwal,Sahiwal District,0.296037,0.293669,-0.262536,-0.264636,15420,4,0.08,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-07-01,2022-07-31,historical_satellite_baseline,False,clean_zonal_aggregate,2026-09-01T20:48:40Z
2022,7,Sargodha,Sargodha District,0.357435,0.354575,-0.340474,-0.343198,15420,4,0.08,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-07-01,2022-07-31,historical_satellite_baseline,False,clean_zonal_aggregate,2026-09-01T20:48:40Z
2022,7,Sheikhupura,Sheikhupura District,0.186858,0.185363,-0.144073,-0.145226,15420,4,0.08,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-07-01,2022-07-31,historical_satellite_baseline,False,clean_zonal_aggregate,2026-09-01T20:48:40Z
2022,7,Sialkot,Sialkot District,,,,,0,0,1.00,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-07-01,2022-07-31,satellite_source_unavailable,True,cloud_masked_no_valid_pixels,2026-09-01T20:48:40Z
2022,7,Toba Tek Singh,Toba Tek Singh District,0.331875,0.329220,-0.324511,-0.327107,15420,4,0.08,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-07-01,2022-07-31,historical_satellite_baseline,False,clean_zonal_aggregate,2026-09-01T20:48:40Z
2022,7,Vehari,Vehari District,0.348158,0.345373,-0.316556,-0.319089,15420,4,0.08,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-07-01,2022-07-31,historical_satellite_baseline,False,clean_zonal_aggregate,2026-09-01T20:48:40Z
2022,8,Attock,Attock District,0.377428,0.374408,-0.388152,-0.391257,15420,4,0.08,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-08-01,2022-08-31,historical_satellite_baseline,False,clean_zonal_aggregate,2026-09-01T20:48:40Z
2022,8,Bahawalnagar,Bahawalnagar District,0.372625,0.369644,-0.330414,-0.333057,15420,4,0.08,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-08-01,2022-08-31,historical_satellite_baseline,False,clean_zonal_aggregate,2026-09-01T20:48:40Z
2022,8,Bahawalpur,Bahawalpur District,0.211936,0.210241,-0.258350,-0.260417,15420,4,0.08,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-08-01,2022-08-31,historical_satellite_baseline,False,clean_zonal_aggregate,2026-09-01T20:48:40Z
2022,8,Bhakkar,Bhakkar District,,,,,,,,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-08-01,2022-08-31,boundary_unavailable,True,missing_authoritative_arcgis_polygon,2026-09-01T20:48:40Z
2022,8,Chakwal,Chakwal District,0.393216,0.390070,-0.384940,-0.388020,15420,4,0.08,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-08-01,2022-08-31,historical_satellite_baseline,False,clean_zonal_aggregate,2026-09-01T20:48:40Z
2022,8,Dera Ghazi Khan,Dera Ghazi Khan District,0.290384,0.288061,-0.306734,-0.309188,15420,4,0.08,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-08-01,2022-08-31,historical_satellite_baseline,False,clean_zonal_aggregate,2026-09-01T20:48:40Z
2022,8,Faisalabad,Faisalabad District,0.376581,0.373568,-0.364516,-0.367432,15420,4,0.08,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-08-01,2022-08-31,historical_satellite_baseline,False,clean_zonal_aggregate,2026-09-01T20:48:40Z
2022,8,Gujranwala,Gujranwala District,0.530074,0.525834,-0.448107,-0.451692,15420,4,0.08,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-08-01,2022-08-31,historical_satellite_baseline,False,clean_zonal_aggregate,2026-09-01T20:48:40Z
2022,8,Gujrat,Gujrat District,0.488178,0.484272,-0.437959,-0.441462,15420,4,0.08,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-08-01,2022-08-31,historical_satellite_baseline,False,clean_zonal_aggregate,2026-09-01T20:48:40Z
2022,8,Hafizabad,Hafizabad District,0.569838,0.565280,-0.491451,-0.495382,15420,4,0.08,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-08-01,2022-08-31,historical_satellite_baseline,False,clean_zonal_aggregate,2026-09-01T20:48:40Z
2022,8,Jhang,Jhang District,,,,,,,,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-08-01,2022-08-31,boundary_unavailable,True,missing_authoritative_arcgis_polygon,2026-09-01T20:48:40Z
2022,8,Jhelum,Jhelum District,0.431678,0.428224,-0.412996,-0.416300,15420,4,0.08,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-08-01,2022-08-31,historical_satellite_baseline,False,clean_zonal_aggregate,2026-09-01T20:48:40Z
2022,8,Kasur,Kasur District,0.496151,0.492182,-0.446687,-0.450261,15420,4,0.08,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-08-01,2022-08-31,historical_satellite_baseline,False,clean_zonal_aggregate,2026-09-01T20:48:40Z
2022,8,Khanewal,Khanewal District,0.367515,0.364575,-0.313203,-0.315708,15420,4,0.08,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-08-01,2022-08-31,historical_satellite_baseline,False,clean_zonal_aggregate,2026-09-01T20:48:40Z
2022,8,Khushab,Khushab District,0.313389,0.310882,-0.323562,-0.326151,15420,4,0.08,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-08-01,2022-08-31,historical_satellite_baseline,False,clean_zonal_aggregate,2026-09-01T20:48:40Z
2022,8,Lahore,Lahore District,0.377427,0.374408,-0.339877,-0.342596,15420,4,0.08,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-08-01,2022-08-31,historical_satellite_baseline,False,clean_zonal_aggregate,2026-09-01T20:48:40Z
2022,8,Layyah,Layyah District,,,,,,,,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-08-01,2022-08-31,boundary_unavailable,True,missing_authoritative_arcgis_polygon,2026-09-01T20:48:40Z
2022,8,Lodhran,Lodhran District,0.473465,0.469677,-0.423063,-0.426447,15420,4,0.08,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-08-01,2022-08-31,historical_satellite_baseline,False,clean_zonal_aggregate,2026-09-01T20:48:40Z
2022,8,Mandi Bahauddin,Mandi Bahauddin District,0.509504,0.505428,-0.453129,-0.456754,15420,4,0.08,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-08-01,2022-08-31,historical_satellite_baseline,False,clean_zonal_aggregate,2026-09-01T20:48:40Z
2022,8,Mianwali,Mianwali District,0.365157,0.362235,-0.367025,-0.369961,15420,4,0.08,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-08-01,2022-08-31,historical_satellite_baseline,False,clean_zonal_aggregate,2026-09-01T20:48:40Z
2022,8,Multan,Multan District,0.437248,0.433750,-0.411178,-0.414467,15420,4,0.08,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-08-01,2022-08-31,historical_satellite_baseline,False,clean_zonal_aggregate,2026-09-01T20:48:40Z
2022,8,Muzaffargarh,Muzaffargarh District,,,,,,,,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-08-01,2022-08-31,boundary_unavailable,True,missing_authoritative_arcgis_polygon,2026-09-01T20:48:40Z
2022,8,Narowal,Narowal District,0.481156,0.477307,-0.426555,-0.429967,15420,4,0.08,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-08-01,2022-08-31,historical_satellite_baseline,False,clean_zonal_aggregate,2026-09-01T20:48:40Z
2022,8,Okara,Okara District,,,,,,,,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-08-01,2022-08-31,boundary_unavailable,True,missing_authoritative_arcgis_polygon,2026-09-01T20:48:40Z
2022,8,Pakpattan,Pakpattan District,0.398606,0.395417,-0.370608,-0.373573,15420,4,0.08,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-08-01,2022-08-31,historical_satellite_baseline,False,clean_zonal_aggregate,2026-09-01T20:48:40Z
2022,8,Rahim Yar Khan,Rahim Yar Khan District,0.389880,0.386761,-0.387203,-0.390301,15420,4,0.08,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-08-01,2022-08-31,historical_satellite_baseline,False,clean_zonal_aggregate,2026-09-01T20:48:40Z
2022,8,Rajanpur,Rajanpur District,0.232972,0.231108,-0.259312,-0.261387,15420,4,0.08,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-08-01,2022-08-31,historical_satellite_baseline,False,clean_zonal_aggregate,2026-09-01T20:48:40Z
2022,8,Rawalpindi,Rawalpindi District,0.455273,0.451631,-0.421420,-0.424791,15420,4,0.08,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-08-01,2022-08-31,historical_satellite_baseline,False,clean_zonal_aggregate,2026-09-01T20:48:40Z
2022,8,Sahiwal,Sahiwal District,0.354265,0.351430,-0.336094,-0.338783,15420,4,0.08,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-08-01,2022-08-31,historical_satellite_baseline,False,clean_zonal_aggregate,2026-09-01T20:48:40Z
2022,8,Sargodha,Sargodha District,0.465973,0.462246,-0.456791,-0.460445,15420,4,0.08,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-08-01,2022-08-31,historical_satellite_baseline,False,clean_zonal_aggregate,2026-09-01T20:48:40Z
2022,8,Sheikhupura,Sheikhupura District,0.474880,0.471081,-0.410510,-0.413794,15420,4,0.08,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-08-01,2022-08-31,historical_satellite_baseline,False,clean_zonal_aggregate,2026-09-01T20:48:40Z
2022,8,Sialkot,Sialkot District,0.479169,0.475335,-0.406315,-0.409565,15420,4,0.08,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-08-01,2022-08-31,historical_satellite_baseline,False,clean_zonal_aggregate,2026-09-01T20:48:40Z
2022,8,Toba Tek Singh,Toba Tek Singh District,0.350847,0.348041,-0.334893,-0.337572,15420,4,0.08,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-08-01,2022-08-31,historical_satellite_baseline,False,clean_zonal_aggregate,2026-09-01T20:48:40Z
2022,8,Vehari,Vehari District,0.266346,0.264215,-0.226664,-0.228477,15420,4,0.08,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-08-01,2022-08-31,historical_satellite_baseline,False,clean_zonal_aggregate,2026-09-01T20:48:40Z
2022,9,Attock,Attock District,0.327361,0.324742,-0.358189,-0.361054,15420,4,0.08,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-09-01,2022-09-30,historical_satellite_baseline,False,clean_zonal_aggregate,2026-09-01T20:48:40Z
2022,9,Bahawalnagar,Bahawalnagar District,0.408838,0.405567,-0.424468,-0.427864,15420,4,0.08,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-09-01,2022-09-30,historical_satellite_baseline,False,clean_zonal_aggregate,2026-09-01T20:48:40Z
2022,9,Bahawalpur,Bahawalpur District,0.267998,0.265854,-0.328464,-0.331091,15420,4,0.08,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-09-01,2022-09-30,historical_satellite_baseline,False,clean_zonal_aggregate,2026-09-01T20:48:40Z
2022,9,Bhakkar,Bhakkar District,,,,,,,,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-09-01,2022-09-30,boundary_unavailable,True,missing_authoritative_arcgis_polygon,2026-09-01T20:48:40Z
2022,9,Chakwal,Chakwal District,0.356912,0.354056,-0.367995,-0.370939,15420,4,0.08,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-09-01,2022-09-30,historical_satellite_baseline,False,clean_zonal_aggregate,2026-09-01T20:48:40Z
2022,9,Dera Ghazi Khan,Dera Ghazi Khan District,0.302332,0.299913,-0.341963,-0.344699,15420,4,0.08,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-09-01,2022-09-30,historical_satellite_baseline,False,clean_zonal_aggregate,2026-09-01T20:48:40Z
2022,9,Faisalabad,Faisalabad District,0.428023,0.424599,-0.426911,-0.430326,15420,4,0.08,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-09-01,2022-09-30,historical_satellite_baseline,False,clean_zonal_aggregate,2026-09-01T20:48:40Z
2022,9,Gujranwala,Gujranwala District,0.596715,0.591942,-0.532524,-0.536784,15420,4,0.08,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-09-01,2022-09-30,historical_satellite_baseline,False,clean_zonal_aggregate,2026-09-01T20:48:40Z
2022,9,Gujrat,Gujrat District,0.486278,0.482388,-0.460005,-0.463685,15420,4,0.08,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-09-01,2022-09-30,historical_satellite_baseline,False,clean_zonal_aggregate,2026-09-01T20:48:40Z
2022,9,Hafizabad,Hafizabad District,0.627701,0.622679,-0.564213,-0.568727,15420,4,0.08,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-09-01,2022-09-30,historical_satellite_baseline,False,clean_zonal_aggregate,2026-09-01T20:48:40Z
2022,9,Jhang,Jhang District,,,,,,,,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-09-01,2022-09-30,boundary_unavailable,True,missing_authoritative_arcgis_polygon,2026-09-01T20:48:40Z
2022,9,Jhelum,Jhelum District,0.429300,0.425866,-0.429988,-0.433428,15420,4,0.08,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-09-01,2022-09-30,historical_satellite_baseline,False,clean_zonal_aggregate,2026-09-01T20:48:40Z
2022,9,Kasur,Kasur District,0.480509,0.476665,-0.462373,-0.466072,15420,4,0.08,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-09-01,2022-09-30,historical_satellite_baseline,False,clean_zonal_aggregate,2026-09-01T20:48:40Z
2022,9,Khanewal,Khanewal District,0.416691,0.413357,-0.403035,-0.406259,15420,4,0.08,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-09-01,2022-09-30,historical_satellite_baseline,False,clean_zonal_aggregate,2026-09-01T20:48:40Z
2022,9,Khushab,Khushab District,0.322881,0.320298,-0.335490,-0.338174,15420,4,0.08,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-09-01,2022-09-30,historical_satellite_baseline,False,clean_zonal_aggregate,2026-09-01T20:48:40Z
2022,9,Lahore,Lahore District,0.321681,0.319107,-0.304512,-0.306948,15420,4,0.08,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-09-01,2022-09-30,historical_satellite_baseline,False,clean_zonal_aggregate,2026-09-01T20:48:40Z
2022,9,Layyah,Layyah District,,,,,,,,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-09-01,2022-09-30,boundary_unavailable,True,missing_authoritative_arcgis_polygon,2026-09-01T20:48:40Z
2022,9,Lodhran,Lodhran District,0.522656,0.518474,-0.504978,-0.509018,15420,4,0.08,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-09-01,2022-09-30,historical_satellite_baseline,False,clean_zonal_aggregate,2026-09-01T20:48:40Z
2022,9,Mandi Bahauddin,Mandi Bahauddin District,0.537884,0.533581,-0.499153,-0.503146,15420,4,0.08,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-09-01,2022-09-30,historical_satellite_baseline,False,clean_zonal_aggregate,2026-09-01T20:48:40Z
2022,9,Mianwali,Mianwali District,0.302368,0.299949,-0.319674,-0.322231,15420,4,0.08,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-09-01,2022-09-30,historical_satellite_baseline,False,clean_zonal_aggregate,2026-09-01T20:48:40Z
2022,9,Multan,Multan District,0.452902,0.449279,-0.454391,-0.458026,15420,4,0.08,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-09-01,2022-09-30,historical_satellite_baseline,False,clean_zonal_aggregate,2026-09-01T20:48:40Z
2022,9,Muzaffargarh,Muzaffargarh District,,,,,,,,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-09-01,2022-09-30,boundary_unavailable,True,missing_authoritative_arcgis_polygon,2026-09-01T20:48:40Z
2022,9,Narowal,Narowal District,0.548256,0.543870,-0.501355,-0.505366,15420,4,0.08,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-09-01,2022-09-30,historical_satellite_baseline,False,clean_zonal_aggregate,2026-09-01T20:48:40Z
2022,9,Okara,Okara District,,,,,,,,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-09-01,2022-09-30,boundary_unavailable,True,missing_authoritative_arcgis_polygon,2026-09-01T20:48:40Z
2022,9,Pakpattan,Pakpattan District,0.529375,0.525140,-0.508050,-0.512114,15420,4,0.08,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-09-01,2022-09-30,historical_satellite_baseline,False,clean_zonal_aggregate,2026-09-01T20:48:40Z
2022,9,Rahim Yar Khan,Rahim Yar Khan District,0.401187,0.397977,-0.420673,-0.424039,15420,4,0.08,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-09-01,2022-09-30,historical_satellite_baseline,False,clean_zonal_aggregate,2026-09-01T20:48:40Z
2022,9,Rajanpur,Rajanpur District,0.251510,0.249498,-0.296248,-0.298617,15420,4,0.08,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-09-01,2022-09-30,historical_satellite_baseline,False,clean_zonal_aggregate,2026-09-01T20:48:40Z
2022,9,Rawalpindi,Rawalpindi District,0.439886,0.436367,-0.425293,-0.428696,15420,4,0.08,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-09-01,2022-09-30,historical_satellite_baseline,False,clean_zonal_aggregate,2026-09-01T20:48:40Z
2022,9,Sahiwal,Sahiwal District,0.464548,0.460831,-0.462331,-0.466030,15420,4,0.08,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-09-01,2022-09-30,historical_satellite_baseline,False,clean_zonal_aggregate,2026-09-01T20:48:40Z
2022,9,Sargodha,Sargodha District,0.435251,0.431769,-0.436310,-0.439800,15420,4,0.08,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-09-01,2022-09-30,historical_satellite_baseline,False,clean_zonal_aggregate,2026-09-01T20:48:40Z
2022,9,Sheikhupura,Sheikhupura District,0.555835,0.551388,-0.505721,-0.509767,15420,4,0.08,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-09-01,2022-09-30,historical_satellite_baseline,False,clean_zonal_aggregate,2026-09-01T20:48:40Z
2022,9,Sialkot,Sialkot District,0.572249,0.567671,-0.508403,-0.512470,15420,4,0.08,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-09-01,2022-09-30,historical_satellite_baseline,False,clean_zonal_aggregate,2026-09-01T20:48:40Z
2022,9,Toba Tek Singh,Toba Tek Singh District,0.453746,0.450116,-0.450658,-0.454263,15420,4,0.08,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-09-01,2022-09-30,historical_satellite_baseline,False,clean_zonal_aggregate,2026-09-01T20:48:40Z
2022,9,Vehari,Vehari District,0.505607,0.501562,-0.492200,-0.496138,15420,4,0.08,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-09-01,2022-09-30,historical_satellite_baseline,False,clean_zonal_aggregate,2026-09-01T20:48:40Z
2022,10,Attock,Attock District,0.294513,0.292157,-0.377811,-0.380833,15420,4,0.08,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-10-01,2022-10-31,historical_satellite_baseline,False,clean_zonal_aggregate,2026-09-01T20:48:40Z
2022,10,Bahawalnagar,Bahawalnagar District,0.319079,0.316527,-0.383633,-0.386702,15420,4,0.08,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-10-01,2022-10-31,historical_satellite_baseline,False,clean_zonal_aggregate,2026-09-01T20:48:40Z
2022,10,Bahawalpur,Bahawalpur District,0.217841,0.216099,-0.322005,-0.324581,15420,4,0.08,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-10-01,2022-10-31,historical_satellite_baseline,False,clean_zonal_aggregate,2026-09-01T20:48:40Z
2022,10,Bhakkar,Bhakkar District,,,,,,,,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-10-01,2022-10-31,boundary_unavailable,True,missing_authoritative_arcgis_polygon,2026-09-01T20:48:40Z
2022,10,Chakwal,Chakwal District,0.325315,0.322713,-0.400764,-0.403971,15420,4,0.08,Sentinel-2 MSI / MODIS Terra Baseline,COPERNICUS/S2_SR_HARMONIZED,100,2022-10-01,2022-10-31,historical_satellite_baseline,False,clean_zonal_aggregate,2026-09-01T20:48:40Z
