year,month,district,crop_type,disease_scientific,disease_common,disease_urdu,severity_level,temp_avg,humidity_avg,rainfall_mm,gdd,bioclimatic_suitability,symptoms,recommended_chemical,dosage_per_acre
2021,8,Rawalpindi,Cotton,Xanthomonas citri pv. malvacearum,Bacterial Blight (Angular Leaf Spot),بیکٹیریل بلائیٹ,High,35.41571239849286,74.06956734448802,46.27789521394131,25.415712398492857,0.8327703157311701,Angular water-soaked spots bounded by leaf veins,Copper Hydroxide 77 WP,500 g/acre
2021,8,Sheikhupura,Cotton,Xanthomonas citri pv. malvacearum,Bacterial Blight (Angular Leaf Spot),بیکٹیریل بلائیٹ,High,33.8457377265261,71.1624823269063,36.918401087705234,23.845737726526103,0.7646180040650856,Angular water-soaked spots bounded by leaf veins,Copper Hydroxide 77 WP,500 g/acre
2021,8,Sargodha,Cotton,Xanthomonas citri pv. malvacearum,Bacterial Blight (Angular Leaf Spot),بیکٹیریل بلائیٹ,High,33.39785365256989,72.11620361978606,35.39454561664141,23.397853652569893,0.7646115601500146,Angular water-soaked spots bounded by leaf veins,Copper Hydroxide 77 WP,500 g/acre
2021,8,Rahim Yar Khan,Cotton,Xanthomonas citri pv. malvacearum,Bacterial Blight (Angular Leaf Spot),بیکٹیریل بلائیٹ,High,34.274540061176566,66.63432676062668,36.611714749047266,24.274540061176566,0.7250352069862314,Angular water-soaked spots bounded by leaf veins,Copper Hydroxide 77 WP,500 g/acre
2021,7,Lahore,Sugarcane,Colletotrichum falcatum,Sugarcane Red Rot,کماد کا ریڈ راٹ,Critical,37.10059597797043,71.61998642173161,41.28211062725258,27.10059597797043,0.8435378349779024,Red discoloration of internal cane stalk with white cross-bands,Carbendazim 50 WP,500 g/acre sett dip
2021,7,Faisalabad,Sugarcane,Colletotrichum falcatum,Sugarcane Red Rot,کماد کا ریڈ راٹ,Critical,35.053653710720155,76.66242091867338,43.96999354320268,25.053653710720155,0.8531104620662368,Red discoloration of internal cane stalk with white cross-bands,Carbendazim 50 WP,500 g/acre sett dip
2021,7,Multan,Sugarcane,Colletotrichum falcatum,Sugarcane Red Rot,کماد کا ریڈ راٹ,Critical,35.69399785050061,75.4539582970634,25.741397624202257,25.693997850500608,0.8550010873863948,Red discoloration of internal cane stalk with white cross-bands,Carbendazim 50 WP,500 g/acre sett dip
2021,7,Gujranwala,Sugarcane,Colletotrichum falcatum,Sugarcane Red Rot,کماد کا ریڈ راٹ,Critical,34.36548088984191,79.06205600952188,40.052048572959094,24.365480889841912,0.8625414523513762,Red discoloration of internal cane stalk with white cross-bands,Carbendazim 50 WP,500 g/acre sett dip
2021,7,Bahawalpur,Sugarcane,Colletotrichum falcatum,Sugarcane Red Rot,کماد کا ریڈ راٹ,Critical,34.746703614562186,78.51004811940781,31.56124024667981,24.746703614562186,0.8660207532603424,Red discoloration of internal cane stalk with white cross-bands,Carbendazim 50 WP,500 g/acre sett dip
2021,7,Sahiwal,Sugarcane,Colletotrichum falcatum,Sugarcane Red Rot,کماد کا ریڈ راٹ,Critical,33.85101613378748,76.71173249990488,30.584706065453457,23.851016133787482,0.8243714585730381,Red discoloration of internal cane stalk with white cross-bands,Carbendazim 50 WP,500 g/acre sett dip
2021,7,Rawalpindi,Sugarcane,Colletotrichum falcatum,Sugarcane Red Rot,کماد کا ریڈ راٹ,Critical,33.61843357242166,79.69234076870893,41.307048573092715,23.618433572421658,0.8505179886868671,Red discoloration of internal cane stalk with white cross-bands,Carbendazim 50 WP,500 g/acre sett dip
2021,7,Sheikhupura,Sugarcane,Colletotrichum falcatum,Sugarcane Red Rot,کماد کا ریڈ راٹ,Critical,35.86188856149821,73.30063955286354,26.554326650486402,25.861888561498212,0.834507735597251,Red discoloration of internal cane stalk with white cross-bands,Carbendazim 50 WP,500 g/acre sett dip
2021,7,Sargodha,Sugarcane,Colletotrichum falcatum,Sugarcane Red Rot,کماد کا ریڈ راٹ,Critical,33.632424481152874,79.78366366478063,36.28082301597569,23.632424481152874,0.8518469977890271,Red discoloration of internal cane stalk with white cross-bands,Carbendazim 50 WP,500 g/acre sett dip
2021,7,Rahim Yar Khan,Sugarcane,Colletotrichum falcatum,Sugarcane Red Rot,کماد کا ریڈ راٹ,Critical,35.90845594618317,79.55677182248182,35.51680935255456,25.908455946183167,0.9069082019708363,Red discoloration of internal cane stalk with white cross-bands,Carbendazim 50 WP,500 g/acre sett dip
2021,8,Lahore,Maize,Exserohilum turcicum,Northern Corn Leaf Blight,مکئی کا بلائیٹ,High,32.04065607621202,82.66364053630038,49.79519646090223,22.040656076212017,0.8408245322003868,Long elliptical greyish-green lesions on foliage,Score 250 EC (Difenoconazole),125 ml/acre
2021,8,Faisalabad,Maize,Exserohilum turcicum,Northern Corn Leaf Blight,مکئی کا بلائیٹ,High,33.400092773754864,72.2752771055594,33.26779551959061,23.400092773754864,0.7663495112934999,Long elliptical greyish-green lesions on foliage,Score 250 EC (Difenoconazole),125 ml/acre
2021,8,Multan,Maize,Exserohilum turcicum,Northern Corn Leaf Blight,مکئی کا بلائیٹ,High,31.06558149500491,72.79309528784727,40.39831177520498,21.06558149500491,0.7178920107740563,Long elliptical greyish-green lesions on foliage,Score 250 EC (Difenoconazole),125 ml/acre
2021,8,Gujranwala,Maize,Exserohilum turcicum,Northern Corn Leaf Blight,مکئی کا بلائیٹ,High,33.45073880731314,72.1043441148174,30.33940853621658,23.450738807313137,0.76569637519282,Long elliptical greyish-green lesions on foliage,Score 250 EC (Difenoconazole),125 ml/acre
2021,8,Bahawalpur,Maize,Exserohilum turcicum,Northern Corn Leaf Blight,مکئی کا بلائیٹ,High,31.66438691378733,78.97443346162846,36.436546057748565,21.66438691378733,0.7938657198178275,Long elliptical greyish-green lesions on foliage,Score 250 EC (Difenoconazole),125 ml/acre
2021,8,Sahiwal,Maize,Exserohilum turcicum,Northern Corn Leaf Blight,مکئی کا بلائیٹ,High,29.11759933081089,75.06855091498323,35.05666125325561,19.11759933081089,0.6939098374244632,Long elliptical greyish-green lesions on foliage,Score 250 EC (Difenoconazole),125 ml/acre
2021,8,Rawalpindi,Maize,Exserohilum turcicum,Northern Corn Leaf Blight,مکئی کا بلائیٹ,High,31.468569772010365,77.92875889645124,37.393085671763686,21.468569772010365,0.7785100274854442,Long elliptical greyish-green lesions on foliage,Score 250 EC (Difenoconazole),125 ml/acre
2021,8,Sheikhupura,Maize,Exserohilum turcicum,Northern Corn Leaf Blight,مکئی کا بلائیٹ,High,29.552466068181136,77.21207548306604,45.28796201915997,19.552466068181136,0.7243832510371904,Long elliptical greyish-green lesions on foliage,Score 250 EC (Difenoconazole),125 ml/acre
2021,8,Sargodha,Maize,Exserohilum turcicum,Northern Corn Leaf Blight,مکئی کا بلائیٹ,High,33.57962902022467,80.48536933071881,35.846360397527626,23.579629020224672,0.8579901091051766,Long elliptical greyish-green lesions on foliage,Score 250 EC (Difenoconazole),125 ml/acre
2021,8,Rahim Yar Khan,Maize,Exserohilum turcicum,Northern Corn Leaf Blight,مکئی کا بلائیٹ,High,30.065612800865942,74.5237065128536,33.679339905573954,20.065612800865942,0.7113018744447072,Long elliptical greyish-green lesions on foliage,Score 250 EC (Difenoconazole),125 ml/acre
2021,1,Lahore,Vegetables,Phytophthora infestans,Late Blight of Potato/Tomato,پچھیتا جھلساؤ,Critical,15.463596194189517,86.54652529045451,19.22910221322049,5.463596194189517,0.9754217041389023,Dark water-soaked necrotic lesions on leaf tips and tubers,Acrobat MZ (Dimethomorph+Mancozeb),250 g/acre
2021,1,Faisalabad,Vegetables,Phytophthora infestans,Late Blight of Potato/Tomato,پچھیتا جھلساؤ,Critical,15.337767975151355,90.30115548499396,35.53362826494424,5.337767975151355,0.98,Dark water-soaked necrotic lesions on leaf tips and tubers,Acrobat MZ (Dimethomorph+Mancozeb),250 g/acre
2021,1,Multan,Vegetables,Phytophthora infestans,Late Blight of Potato/Tomato,پچھیتا جھلساؤ,Critical,16.482015310598356,81.65555395487901,17.670423900234475,6.4820153105983565,0.8793516468428437,Dark water-soaked necrotic lesions on leaf tips and tubers,Acrobat MZ (Dimethomorph+Mancozeb),250 g/acre
2021,1,Gujranwala,Vegetables,Phytophthora infestans,Late Blight of Potato/Tomato,پچھیتا جھلساؤ,Critical,15.535413332934034,88.79240767151141,17.52012183199728,5.535413332934034,0.98,Dark water-soaked necrotic lesions on leaf tips and tubers,Acrobat MZ (Dimethomorph+Mancozeb),250 g/acre
2021,1,Bahawalpur,Vegetables,Phytophthora infestans,Late Blight of Potato/Tomato,پچھیتا جھلساؤ,Critical,15.15309718234566,88.58121696284344,21.14391760439328,5.153097182345659,0.98,Dark water-soaked necrotic lesions on leaf tips and tubers,Acrobat MZ (Dimethomorph+Mancozeb),250 g/acre
2021,1,Sahiwal,Vegetables,Phytophthora infestans,Late Blight of Potato/Tomato,پچھیتا جھلساؤ,Critical,15.490742591586649,81.3480453203836,18.695441636047647,5.490742591586649,0.9199708441497447,Dark water-soaked necrotic lesions on leaf tips and tubers,Acrobat MZ (Dimethomorph+Mancozeb),250 g/acre
2021,1,Rawalpindi,Vegetables,Phytophthora infestans,Late Blight of Potato/Tomato,پچھیتا جھلساؤ,Critical,13.092922182110605,89.9260966525847,18.02871332478209,3.0929221821106054,0.9414996322476419,Dark water-soaked necrotic lesions on leaf tips and tubers,Acrobat MZ (Dimethomorph+Mancozeb),250 g/acre
2021,1,Sheikhupura,Vegetables,Phytophthora infestans,Late Blight of Potato/Tomato,پچھیتا جھلساؤ,Critical,13.807826561538516,85.8410526240709,20.30642758500463,3.8078265615385156,0.947269699746198,Dark water-soaked necrotic lesions on leaf tips and tubers,Acrobat MZ (Dimethomorph+Mancozeb),250 g/acre
2021,1,Sargodha,Vegetables,Phytophthora infestans,Late Blight of Potato/Tomato,پچھیتا جھلساؤ,Critical,15.595155082862949,86.98493208566711,20.73211648688213,5.595155082862949,0.98,Dark water-soaked necrotic lesions on leaf tips and tubers,Acrobat MZ (Dimethomorph+Mancozeb),250 g/acre
2021,1,Rahim Yar Khan,Vegetables,Phytophthora infestans,Late Blight of Potato/Tomato,پچھیتا جھلساؤ,Critical,13.284901762213488,86.3295668981662,19.2844577434794,3.2849017622134884,0.9245570442158046,Dark water-soaked necrotic lesions on leaf tips and tubers,Acrobat MZ (Dimethomorph+Mancozeb),250 g/acre
2021,3,Lahore,Vegetables,Alternaria solani,Early Blight,اگیتا جھلساؤ,Medium,25.857080855448118,71.06283868249277,27.9266263172212,15.857080855448118,0.5833262113113911,Target-board concentric ring spots on lower leaves,Antracol 70 WP (Propineb),500 g/acre
2021,3,Faisalabad,Vegetables,Alternaria solani,Early Blight,اگیتا جھلساؤ,Medium,25.333306599459956,64.45554467757654,7.728937930312378,15.333306599459956,0.5183720874134081,Target-board concentric ring spots on lower leaves,Antracol 70 WP (Propineb),500 g/acre
2021,3,Multan,Vegetables,Alternaria solani,Early Blight,اگیتا جھلساؤ,Medium,25.177135486372837,66.39106247568323,22.98397395637305,15.177135486372837,0.530646595249054,Target-board concentric ring spots on lower leaves,Antracol 70 WP (Propineb),500 g/acre
2021,3,Gujranwala,Vegetables,Alternaria solani,Early Blight,اگیتا جھلساؤ,Medium,26.21427553884543,68.57221262665809,27.713915805486412,16.21427553884543,0.5706574209852415,Target-board concentric ring spots on lower leaves,Antracol 70 WP (Propineb),500 g/acre
2021,3,Bahawalpur,Vegetables,Alternaria solani,Early Blight,اگیتا جھلساؤ,Medium,25.28806012178694,65.97221349157198,13.10587607734235,15.288060121786941,0.5296220003626145,Target-board concentric ring spots on lower leaves,Antracol 70 WP (Propineb),500 g/acre
2021,3,Sahiwal,Vegetables,Alternaria solani,Early Blight,اگیتا جھلساؤ,Medium,24.158850813803202,67.81626358370335,16.57197425913072,14.158850813803202,0.5201152364026171,Target-board concentric ring spots on lower leaves,Antracol 70 WP (Propineb),500 g/acre
2021,3,Rawalpindi,Vegetables,Alternaria solani,Early Blight,اگیتا جھلساؤ,Medium,24.137364600828665,62.55411771578161,9.668628339298113,14.137364600828665,0.4793306497107861,Target-board concentric ring spots on lower leaves,Antracol 70 WP (Propineb),500 g/acre
2021,3,Sheikhupura,Vegetables,Alternaria solani,Early Blight,اگیتا جھلساؤ,Medium,26.2888692199226,65.52592174237375,27.045601088445686,16.2888692199226,0.5468579006984592,Target-board concentric ring spots on lower leaves,Antracol 70 WP (Propineb),500 g/acre
2021,3,Sargodha,Vegetables,Alternaria solani,Early Blight,اگیتا جھلساؤ,Medium,25.49036916479874,68.14538523235387,12.549863156314254,15.49036916479874,0.5514447703016269,Target-board concentric ring spots on lower leaves,Antracol 70 WP (Propineb),500 g/acre
2021,3,Rahim Yar Khan,Vegetables,Alternaria solani,Early Blight,اگیتا جھلساؤ,Medium,22.299864018262376,62.71390823915211,5.23258742755597,12.299864018262376,0.44397194469424656,Target-board concentric ring spots on lower leaves,Antracol 70 WP (Propineb),500 g/acre
2021,4,Lahore,Vegetables,Erysiphe cichoracearum,Powdery Mildew,سفوفی پھپھوندی,Medium,28.67154214728771,65.10498397976706,14.728212773780012,18.67154214728771,0.5925905689442483,White powdery fungal growth covering leaf surface,Topas 100 EC (Penconazole),100 ml/acre
2021,4,Faisalabad,Vegetables,Erysiphe cichoracearum,Powdery Mildew,سفوفی پھپھوندی,Medium,28.1677822584415,62.11977575861829,6.817593580691071,18.1677822584415,0.555484545241896,White powdery fungal growth covering leaf surface,Topas 100 EC (Penconazole),100 ml/acre
2021,4,Multan,Vegetables,Erysiphe cichoracearum,Powdery Mildew,سفوفی پھپھوندی,Medium,25.729278752360973,61.39422093915158,2.3819143988844207,15.729278752360973,0.5014695315325295,White powdery fungal growth covering leaf surface,Topas 100 EC (Penconazole),100 ml/acre
2021,4,Gujranwala,Vegetables,Erysiphe cichoracearum,Powdery Mildew,سفوفی پھپھوندی,Medium,27.564035934677545,63.83622184696321,8.949244729335932,17.564035934677545,0.5585980675948387,White powdery fungal growth covering leaf surface,Topas 100 EC (Penconazole),100 ml/acre
2021,4,Bahawalpur,Vegetables,Erysiphe cichoracearum,Powdery Mildew,سفوفی پھپھوندی,Medium,26.02998590621826,60.64369508176234,0.0,16.02998590621826,0.5011284216759592,White powdery fungal growth covering leaf surface,Topas 100 EC (Penconazole),100 ml/acre
2021,4,Sahiwal,Vegetables,Erysiphe cichoracearum,Powdery Mildew,سفوفی پھپھوندی,Medium,27.68276174051012,61.45902132394762,18.874295900852683,17.68276174051012,0.5401128394018326,White powdery fungal growth covering leaf surface,Topas 100 EC (Penconazole),100 ml/acre
2021,4,Rawalpindi,Vegetables,Erysiphe cichoracearum,Powdery Mildew,سفوفی پھپھوندی,Medium,25.52938073119073,62.77546945980603,12.530219768672357,15.52938073119073,0.5087678921963886,White powdery fungal growth covering leaf surface,Topas 100 EC (Penconazole),100 ml/acre
2021,4,Sheikhupura,Vegetables,Erysiphe cichoracearum,Powdery Mildew,سفوفی پھپھوندی,Medium,25.135012237869496,63.77626441803067,0.0,15.135012237869496,0.5088943449627943,White powdery fungal growth covering leaf surface,Topas 100 EC (Penconazole),100 ml/acre
2021,4,Sargodha,Vegetables,Erysiphe cichoracearum,Powdery Mildew,سفوفی پھپھوندی,Medium,25.36092509273776,59.1768808839097,0.0,15.360925092737759,0.4764382359741901,White powdery fungal growth covering leaf surface,Topas 100 EC (Penconazole),100 ml/acre
2021,4,Rahim Yar Khan,Vegetables,Erysiphe cichoracearum,Powdery Mildew,سفوفی پھپھوندی,Medium,26.546413764966488,58.55833964257558,15.874431069040554,16.546413764966488,0.4934964804892861,White powdery fungal growth covering leaf surface,Topas 100 EC (Penconazole),100 ml/acre
2022,2,Lahore,Wheat,Puccinia striiformis,Wheat Yellow Rust,پیلی کنگی,High,16.77629226517814,78.67118133095431,33.265741914318035,6.776292265178139,0.9449638756668447,Yellow pustules in linear stripes on leaves,Tilt 250 EC (Propiconazole),200-250 ml/acre
2022,2,Faisalabad,Wheat,Puccinia striiformis,Wheat Yellow Rust,پیلی کنگی,High,13.233263638696368,81.06653209200962,33.74453635152276,3.233263638696368,0.9705274466279414,Yellow pustules in linear stripes on leaves,Tilt 250 EC (Propiconazole),200-250 ml/acre
2022,2,Multan,Wheat,Puccinia striiformis,Wheat Yellow Rust,پیلی کنگی,High,16.182009280625618,75.3911037049706,45.36558623627142,6.182009280625618,0.98,Yellow pustules in linear stripes on leaves,Tilt 250 EC (Propiconazole),200-250 ml/acre
2022,2,Gujranwala,Wheat,Puccinia striiformis,Wheat Yellow Rust,پیلی کنگی,High,17.081836445206264,80.41296172445223,34.8237419855774,7.081836445206264,0.9601939724279438,Yellow pustules in linear stripes on leaves,Tilt 250 EC (Propiconazole),200-250 ml/acre
2022,2,Bahawalpur,Wheat,Puccinia striiformis,Wheat Yellow Rust,پیلی کنگی,High,14.078883167846488,81.95273212042045,44.60519085107599,4.078883167846488,0.98,Yellow pustules in linear stripes on leaves,Tilt 250 EC (Propiconazole),200-250 ml/acre
2022,2,Sahiwal,Wheat,Puccinia striiformis,Wheat Yellow Rust,پیلی کنگی,High,17.23875148567671,83.42899040755584,27.564745333284222,7.238751485676708,0.9331563383171093,Yellow pustules in linear stripes on leaves,Tilt 250 EC (Propiconazole),200-250 ml/acre
2022,2,Rawalpindi,Wheat,Puccinia striiformis,Wheat Yellow Rust,پیلی کنگی,High,16.468013084067813,82.79678519304119,36.644855173536925,6.468013084067813,0.98,Yellow pustules in linear stripes on leaves,Tilt 250 EC (Propiconazole),200-250 ml/acre
2022,2,Sheikhupura,Wheat,Puccinia striiformis,Wheat Yellow Rust,پیلی کنگی,High,16.26478919415044,82.27634027799618,23.673345644061484,6.264789194150438,0.9332846952019532,Yellow pustules in linear stripes on leaves,Tilt 250 EC (Propiconazole),200-250 ml/acre
2022,2,Sargodha,Wheat,Puccinia striiformis,Wheat Yellow Rust,پیلی کنگی,High,15.102617031637347,77.34646488639068,40.43581871877107,5.102617031637347,0.98,Yellow pustules in linear stripes on leaves,Tilt 250 EC (Propiconazole),200-250 ml/acre
2022,2,Rahim Yar Khan,Wheat,Puccinia striiformis,Wheat Yellow Rust,پیلی کنگی,High,15.005071843691724,81.59720434591858,42.42511689662189,5.005071843691724,0.98,Yellow pustules in linear stripes on leaves,Tilt 250 EC (Propiconazole),200-250 ml/acre
2022,3,Lahore,Wheat,Puccinia triticina,Wheat Brown / Leaf Rust,بھوری کنگی,Medium,22.22351413010612,64.02376961671175,17.540920720507067,12.223514130106121,0.5469605292330845,Round brown pustules scattered on upper leaf surface,Nativo 75 WG (Tebuconazole+Trifloxystrobin),65 g/acre
2022,3,Faisalabad,Wheat,Puccinia triticina,Wheat Brown / Leaf Rust,بھوری کنگی,Medium,18.614417994060112,67.53343083217403,32.486933785567615,8.614417994060112,0.7809620270738166,Round brown pustules scattered on upper leaf surface,Nativo 75 WG (Tebuconazole+Trifloxystrobin),65 g/acre
2022,3,Multan,Wheat,Puccinia triticina,Wheat Brown / Leaf Rust,بھوری کنگی,Medium,17.916550277636954,71.24208499269888,34.489577581187575,7.916550277636954,0.8479054022417735,Round brown pustules scattered on upper leaf surface,Nativo 75 WG (Tebuconazole+Trifloxystrobin),65 g/acre
2022,3,Gujranwala,Wheat,Puccinia triticina,Wheat Brown / Leaf Rust,بھوری کنگی,Medium,17.728324422137728,68.9025225235522,18.063442640050344,7.728324422137728,0.723998887556508,Round brown pustules scattered on upper leaf surface,Nativo 75 WG (Tebuconazole+Trifloxystrobin),65 g/acre
2022,3,Bahawalpur,Wheat,Puccinia triticina,Wheat Brown / Leaf Rust,بھوری کنگی,Medium,19.726177309818322,69.06801300400292,25.10070017247051,9.726177309818322,0.7096419148744892,Round brown pustules scattered on upper leaf surface,Nativo 75 WG (Tebuconazole+Trifloxystrobin),65 g/acre
2022,3,Sahiwal,Wheat,Puccinia triticina,Wheat Brown / Leaf Rust,بھوری کنگی,Medium,18.70320224829359,70.20976794728702,13.56356093704893,8.70320224829359,0.6743391597283944,Round brown pustules scattered on upper leaf surface,Nativo 75 WG (Tebuconazole+Trifloxystrobin),65 g/acre
2022,3,Rawalpindi,Wheat,Puccinia triticina,Wheat Brown / Leaf Rust,بھوری کنگی,Medium,17.568761298320187,71.63347015029704,13.308553020758287,7.568761298320187,0.7214178038596359,Round brown pustules scattered on upper leaf surface,Nativo 75 WG (Tebuconazole+Trifloxystrobin),65 g/acre
2022,3,Sheikhupura,Wheat,Puccinia triticina,Wheat Brown / Leaf Rust,بھوری کنگی,Medium,20.51351303291873,71.88133046189002,31.514281761037147,10.51351303291873,0.748763674393162,Round brown pustules scattered on upper leaf surface,Nativo 75 WG (Tebuconazole+Trifloxystrobin),65 g/acre
2022,3,Sargodha,Wheat,Puccinia triticina,Wheat Brown / Leaf Rust,بھوری کنگی,Medium,21.474133788177582,67.98005616576525,12.40140627473254,11.474133788177582,0.5624257041505707,Round brown pustules scattered on upper leaf surface,Nativo 75 WG (Tebuconazole+Trifloxystrobin),65 g/acre
2022,3,Rahim Yar Khan,Wheat,Puccinia triticina,Wheat Brown / Leaf Rust,بھوری کنگی,Medium,21.426330677608686,72.78841866170963,22.26356694656966,11.426330677608686,0.6636886717970898,Round brown pustules scattered on upper leaf surface,Nativo 75 WG (Tebuconazole+Trifloxystrobin),65 g/acre
2022,2,Lahore,Wheat,Ustilago tritici,Loose Smut,کال کنگی,Medium,17.620758732100533,59.39443877245291,23.08407544649236,7.6207587321005335,0.33224605575806665,Ears converted into black powdery spore mass,Vitavax 200 WP,2.5 g/kg seed
2022,2,Faisalabad,Wheat,Ustilago tritici,Loose Smut,کال کنگی,Medium,14.875128080362662,65.93469477288502,10.353817264033221,4.875128080362662,0.3113609618051693,Ears converted into black powdery spore mass,Vitavax 200 WP,2.5 g/kg seed
2022,2,Multan,Wheat,Ustilago tritici,Loose Smut,کال کنگی,Medium,16.436768883461276,63.34392736652758,10.146927100372407,6.436768883461276,0.33052999818868944,Ears converted into black powdery spore mass,Vitavax 200 WP,2.5 g/kg seed
2022,2,Gujranwala,Wheat,Ustilago tritici,Loose Smut,کال کنگی,Medium,13.77368914167824,68.2025594809303,16.135913908327197,3.77368914167824,0.2982224930022711,Ears converted into black powdery spore mass,Vitavax 200 WP,2.5 g/kg seed
2022,2,Bahawalpur,Wheat,Ustilago tritici,Loose Smut,کال کنگی,Medium,16.95426649728929,62.956267246933926,6.810297875275134,6.954266497289289,0.3388499468505025,Ears converted into black powdery spore mass,Vitavax 200 WP,2.5 g/kg seed
2022,2,Sahiwal,Wheat,Ustilago tritici,Loose Smut,کال کنگی,Medium,15.773969126452185,65.47361390570644,4.032333132347415,5.773969126452185,0.3278662743955123,Ears converted into black powdery spore mass,Vitavax 200 WP,2.5 g/kg seed
2022,2,Rawalpindi,Wheat,Ustilago tritici,Loose Smut,کال کنگی,Medium,18.043149815258083,69.5149949099473,9.418478072558486,8.043149815258083,0.3981807833546293,Ears converted into black powdery spore mass,Vitavax 200 WP,2.5 g/kg seed
2022,2,Sheikhupura,Wheat,Ustilago tritici,Loose Smut,کال کنگی,Medium,16.378731254047704,63.40691618289359,19.593907650850543,6.378731254047704,0.32969042533572773,Ears converted into black powdery spore mass,Vitavax 200 WP,2.5 g/kg seed
2022,2,Sargodha,Wheat,Ustilago tritici,Loose Smut,کال کنگی,Medium,17.992373583442077,59.998517775338115,8.059793697822412,7.9923735834420775,0.3427034115132297,Ears converted into black powdery spore mass,Vitavax 200 WP,2.5 g/kg seed
2022,2,Rahim Yar Khan,Wheat,Ustilago tritici,Loose Smut,کال کنگی,Medium,14.624696162034386,67.84795783993275,1.3868176917940822,4.624696162034386,0.3150018313090588,Ears converted into black powdery spore mass,Vitavax 200 WP,2.5 g/kg seed
2022,8,Lahore,Rice,Magnaporthe oryzae,Rice Blast,دھان کا بلاسٹ,High,27.037293679146625,88.77972390594574,81.57862993429768,17.037293679146625,0.7620201485709871,Spindle-shaped lesions with grey center and brown margin,Tricyclazole 75 WP,120 g/acre
2022,8,Faisalabad,Rice,Magnaporthe oryzae,Rice Blast,دھان کا بلاسٹ,High,29.350131969784492,84.28961526334382,73.69023835633237,19.350131969784492,0.7853686767179372,Spindle-shaped lesions with grey center and brown margin,Tricyclazole 75 WP,120 g/acre
2022,8,Multan,Rice,Magnaporthe oryzae,Rice Blast,دھان کا بلاسٹ,High,27.20300611598753,82.3693500332975,78.09922615633779,17.20300611598753,0.7113314072145109,Spindle-shaped lesions with grey center and brown margin,Tricyclazole 75 WP,120 g/acre
2022,8,Gujranwala,Rice,Magnaporthe oryzae,Rice Blast,دھان کا بلاسٹ,High,30.278494493309633,88.06096665371429,86.72230148024215,20.278494493309633,0.8464614266349242,Spindle-shaped lesions with grey center and brown margin,Tricyclazole 75 WP,120 g/acre
2022,8,Bahawalpur,Rice,Magnaporthe oryzae,Rice Blast,دھان کا بلاسٹ,High,27.764752177655954,85.93870195207214,85.50044148025897,17.764752177655954,0.7574815117995939,Spindle-shaped lesions with grey center and brown margin,Tricyclazole 75 WP,120 g/acre
2022,8,Sahiwal,Rice,Magnaporthe oryzae,Rice Blast,دھان کا بلاسٹ,High,28.604855381795932,86.9392577924674,82.89498230947405,18.604855381795932,0.7894872686203825,Spindle-shaped lesions with grey center and brown margin,Tricyclazole 75 WP,120 g/acre
2022,8,Rawalpindi,Rice,Magnaporthe oryzae,Rice Blast,دھان کا بلاسٹ,High,28.547864996364286,82.47867356715679,72.26546815577447,18.547864996364286,0.7474889009759974,Spindle-shaped lesions with grey center and brown margin,Tricyclazole 75 WP,120 g/acre
2022,8,Sheikhupura,Rice,Magnaporthe oryzae,Rice Blast,دھان کا بلاسٹ,High,28.768291257464256,84.36581908681211,66.25081793166265,18.768291257464256,0.7704953827504597,Spindle-shaped lesions with grey center and brown margin,Tricyclazole 75 WP,120 g/acre
2022,8,Sargodha,Rice,Magnaporthe oryzae,Rice Blast,دھان کا بلاسٹ,High,29.75751559882615,83.74243678421087,81.54007633535689,19.75751559882615,0.7911005932983707,Spindle-shaped lesions with grey center and brown margin,Tricyclazole 75 WP,120 g/acre
2022,8,Rahim Yar Khan,Rice,Magnaporthe oryzae,Rice Blast,دھان کا بلاسٹ,High,26.88939098493444,87.7113441936715,81.67282582945569,16.88939098493444,0.7487316278850134,Spindle-shaped lesions with grey center and brown margin,Tricyclazole 75 WP,120 g/acre
2022,9,Lahore,Rice,Xanthomonas oryzae,Bacterial Leaf Blight,بیکٹیریل بلائیٹ,Critical,29.46113051155408,86.7823277307962,51.476673336600506,19.46113051155408,0.8116525344042684,Water-soaked lesions turning straw-colored from leaf tip,Copper Oxychloride + Kasugamycin,250 g/acre
2022,9,Faisalabad,Rice,Xanthomonas oryzae,Bacterial Leaf Blight,بیکٹیریل بلائیٹ,Critical,28.35467528617094,90.69187990317161,53.30501217512829,18.35467528617094,0.8163615256339185,Water-soaked lesions turning straw-colored from leaf tip,Copper Oxychloride + Kasugamycin,250 g/acre
2022,9,Multan,Rice,Xanthomonas oryzae,Bacterial Leaf Blight,بیکٹیریل بلائیٹ,Critical,27.790407582298034,85.42131261287977,67.17443409571658,17.790407582298034,0.753616855151373,Water-soaked lesions turning straw-colored from leaf tip,Copper Oxychloride + Kasugamycin,250 g/acre
2022,9,Gujranwala,Rice,Xanthomonas oryzae,Bacterial Leaf Blight,بیکٹیریل بلائیٹ,Critical,29.834599472344305,90.2819937394488,69.41437645271,19.834599472344305,0.8550879754860796,Water-soaked lesions turning straw-colored from leaf tip,Copper Oxychloride + Kasugamycin,250 g/acre
2022,9,Bahawalpur,Rice,Xanthomonas oryzae,Bacterial Leaf Blight,بیکٹیریل بلائیٹ,Critical,27.718844492421344,92.95437800880985,72.05806765323902,17.718844492421344,0.817964428227286,Water-soaked lesions turning straw-colored from leaf tip,Copper Oxychloride + Kasugamycin,250 g/acre
